"TF","HMVL_ALL","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"IKZF1","0.17572380864665541","0.17572380864665541","0.17572380864665541","Activated","238","viper","238","0.17572380864665541",NA,NA,"6","ENCODE--ChIP-seq(rank=94); Literature--ChIP-seq(rank=103); ReMap--ChIP-seq(rank=278); ARCHS4--Coexpression(rank=637); GTEx--Coexpression(rank=829); Enrichr--Queries(rank=1374)","1181","0.39129999999999998","ARCHS4 Coexpression,0.3913"
"ETV4","0.17330776055026800","0.17330776055026800","0.17330776055026800","Activated","239","viper","239","0.17330776055026800",NA,NA,"4","GTEx--Coexpression(rank=22); Enrichr--Queries(rank=36); ARCHS4--Coexpression(rank=53); ReMap--ChIP-seq(rank=78)","46","0.01369000000000000","GTEx Coexpression,0.01369"
"KDM5B","-0.17145243709671198","-0.17145243709671198","0.17145243709671198","Repressed","240","viper","240","0.17145243709671198",NA,NA,"5","Literature--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=83); ENCODE--ChIP-seq(rank=103); GTEx--Coexpression(rank=131); ARCHS4--Coexpression(rank=1371)","107","0.03049000000000000","Literature ChIP-seq,0.03049"
"NR3C1","-0.16841565042779444","-0.16841565042779444","0.16841565042779444","Repressed","241","viper","241","0.16841565042779444",NA,NA,"6","ENCODE--ChIP-seq(rank=90); ReMap--ChIP-seq(rank=139); Literature--ChIP-seq(rank=141); Enrichr--Queries(rank=786); GTEx--Coexpression(rank=1071); ARCHS4--Coexpression(rank=1274)","1321","0.46800000000000003","ReMap ChIP-seq,0.468"
"TWIST1","0.16368347490015461","0.16368347490015461","0.16368347490015461","Activated","242","viper","242","0.16368347490015461",NA,NA,"4","ReMap--ChIP-seq(rank=200); ARCHS4--Coexpression(rank=1140); Enrichr--Queries(rank=1242); GTEx--Coexpression(rank=1599)","1541","0.67340000000000000","ReMap ChIP-seq,0.6734"
"STAT5A","0.15032405958916306","0.15032405958916306","0.15032405958916306","Activated","243","viper","243","0.15032405958916306",NA,NA,"6","ENCODE--ChIP-seq(rank=72); Literature--ChIP-seq(rank=147); ReMap--ChIP-seq(rank=216); GTEx--Coexpression(rank=878); Enrichr--Queries(rank=1295); ARCHS4--Coexpression(rank=1341)","1428","0.54640000000000000","GTEx Coexpression,0.5464"
"PPARG","0.14402475304089030","0.14402475304089030","0.14402475304089030","Activated","244","viper","244","0.14402475304089030",NA,NA,"5","Literature--ChIP-seq(rank=52); Enrichr--Queries(rank=218); ReMap--ChIP-seq(rank=260); GTEx--Coexpression(rank=558); ARCHS4--Coexpression(rank=618)","558","0.15529999999999999","Enrichr Queries,0.1553"
"SPIB","0.14308054344882426","0.14308054344882426","0.14308054344882426","Activated","245","viper","245","0.14308054344882426",NA,NA,"4","GTEx--Coexpression(rank=75); ReMap--ChIP-seq(rank=239); Enrichr--Queries(rank=484); ARCHS4--Coexpression(rank=896)","172","0.04667000000000000","GTEx Coexpression,0.04667"
"SOX9","0.13395602566296763","0.13395602566296763","0.13395602566296763","Activated","246","viper","246","0.13395602566296763",NA,NA,"5","Literature--ChIP-seq(rank=46); ReMap--ChIP-seq(rank=94); GTEx--Coexpression(rank=368); Enrichr--Queries(rank=429); ARCHS4--Coexpression(rank=1229)","800","0.22900000000000001","GTEx Coexpression,0.229"
"NR5A2","0.12934323288169700","0.12934323288169700","0.12934323288169700","Activated","247","viper","247","0.12934323288169700",NA,NA,"4","ReMap--ChIP-seq(rank=292); ARCHS4--Coexpression(rank=728); Enrichr--Queries(rank=1143); GTEx--Coexpression(rank=1390)","1283","0.44719999999999999","ARCHS4 Coexpression,0.4472"
"ZNF24","-0.10707007932505730","-0.10707007932505730","0.10707007932505730","Repressed","248","viper","248","0.10707007932505730",NA,NA,"4","ReMap--ChIP-seq(rank=241); Enrichr--Queries(rank=353); ARCHS4--Coexpression(rank=696); GTEx--Coexpression(rank=1529)","870","0.25140000000000001","Enrichr Queries,0.2514"
"E2F6","0.10037052295986897","0.10037052295986897","0.10037052295986897","Activated","249","viper","249","0.10037052295986897",NA,NA,"5","ENCODE--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=86); Enrichr--Queries(rank=89); ARCHS4--Coexpression(rank=106); GTEx--Coexpression(rank=1557)","238","0.06339000000000000","Enrichr Queries,0.06339"
"ETS1","-0.09774228968845400","-0.09774228968845400","0.09774228968845400","Repressed","250","viper","250","0.09774228968845400",NA,NA,"6","ReMap--ChIP-seq(rank=45); ENCODE--ChIP-seq(rank=64); Literature--ChIP-seq(rank=74); ARCHS4--Coexpression(rank=725); GTEx--Coexpression(rank=1048); Enrichr--Queries(rank=1257)","542","0.15150000000000000","ReMap ChIP-seq,0.1515"
"BHLHE22","-0.09584299660920606","-0.09584299660920606","0.09584299660920606","Repressed","251","viper","251","0.09584299660920606",NA,NA,"3","ReMap--ChIP-seq(rank=112); GTEx--Coexpression(rank=781); ARCHS4--Coexpression(rank=1225)","1148","0.37709999999999999","ReMap ChIP-seq,0.3771"
"KLF3","0.09402430901227656","0.09402430901227656","0.09402430901227656","Activated","252","viper","252","0.09402430901227656",NA,NA,"4","ReMap--ChIP-seq(rank=169); GTEx--Coexpression(rank=299); ARCHS4--Coexpression(rank=676); Enrichr--Queries(rank=1351)","665","0.18609999999999999","GTEx Coexpression,0.1861"
"WT1","-0.09216586970723778","-0.09216586970723778","0.09216586970723778","Repressed","253","viper","253","0.09216586970723778",NA,NA,"4","Literature--ChIP-seq(rank=67); ARCHS4--Coexpression(rank=494); Enrichr--Queries(rank=836); GTEx--Coexpression(rank=1507)","999","0.30340000000000000","ARCHS4 Coexpression,0.3034"
"ARID2","-0.08219487958221000","-0.08219487958221000","0.08219487958221000","Repressed","254","viper","254","0.08219487958221000",NA,NA,"4","ReMap--ChIP-seq(rank=31); GTEx--Coexpression(rank=119); ARCHS4--Coexpression(rank=234); Enrichr--Queries(rank=953)","275","0.07405000000000000","GTEx Coexpression,0.07405"
"TFAP2C","0.07741524401502616","0.07741524401502616","0.07741524401502616","Activated","255","viper","255","0.07741524401502616",NA,NA,"6","Literature--ChIP-seq(rank=66); ENCODE--ChIP-seq(rank=91); ReMap--ChIP-seq(rank=157); GTEx--Coexpression(rank=273); Enrichr--Queries(rank=326); ARCHS4--Coexpression(rank=963)","609","0.16990000000000000","GTEx Coexpression,0.1699"
"HIF1A","-0.07432778577289936","-0.07432778577289936","0.07432778577289936","Repressed","256","viper","256","0.07432778577289936",NA,NA,"5","Literature--ChIP-seq(rank=121); GTEx--Coexpression(rank=147); Enrichr--Queries(rank=186); ReMap--ChIP-seq(rank=264); ARCHS4--Coexpression(rank=1540)","338","0.09147000000000000","GTEx Coexpression,0.09147"
"USF1","-0.07192268460328034","-0.07192268460328034","0.07192268460328034","Repressed","257","viper","257","0.07192268460328034",NA,NA,"5","ReMap--ChIP-seq(rank=30); ENCODE--ChIP-seq(rank=52); Enrichr--Queries(rank=464); GTEx--Coexpression(rank=495); ARCHS4--Coexpression(rank=974)","368","0.10100000000000001","ReMap ChIP-seq,0.101"
"GATA2","0.06258135019438162","0.06258135019438162","0.06258135019438162","Activated","258","viper","258","0.06258135019438162",NA,NA,"6","ENCODE--ChIP-seq(rank=74); Literature--ChIP-seq(rank=77); ReMap--ChIP-seq(rank=206); ARCHS4--Coexpression(rank=711); Enrichr--Queries(rank=873); GTEx--Coexpression(rank=1007)","1265","0.43669999999999998","ARCHS4 Coexpression,0.4367"
"XBP1","0.03683550736150525","0.03683550736150525","0.03683550736150525","Activated","259","viper","259","0.03683550736150525",NA,NA,"4","ReMap--ChIP-seq(rank=92); Enrichr--Queries(rank=296); ARCHS4--Coexpression(rank=1305); GTEx--Coexpression(rank=1363)","743","0.21079999999999999","Enrichr Queries,0.2108"
"TBP","0.03520144893800632","0.03520144893800632","0.03520144893800632","Activated","260","viper","260","0.03520144893800632",NA,NA,"5","ENCODE--ChIP-seq(rank=24); GTEx--Coexpression(rank=89); Literature--ChIP-seq(rank=101); ReMap--ChIP-seq(rank=142); ARCHS4--Coexpression(rank=838)","209","0.05538000000000000","GTEx Coexpression,0.05538"
"CTCF","0.03000660841093856","0.03000660841093856","0.03000660841093856","Activated","261","viper","261","0.03000660841093856",NA,NA,"6","ARCHS4--Coexpression(rank=10); ReMap--ChIP-seq(rank=21); ENCODE--ChIP-seq(rank=43); Literature--ChIP-seq(rank=96); Enrichr--Queries(rank=115); GTEx--Coexpression(rank=532)","19","0.00614300000000000","ARCHS4 Coexpression,0.006143"
"GATA4","0.01761895140461072","0.01761895140461072","0.01761895140461072","Activated","262","viper","262","0.01761895140461072",NA,NA,"5","Literature--ChIP-seq(rank=51); ReMap--ChIP-seq(rank=98); ARCHS4--Coexpression(rank=1090); Enrichr--Queries(rank=1133); GTEx--Coexpression(rank=1479)","1013","0.31100000000000000","Literature ChIP-seq,0.311"
"BACH2","-0.01594662174737782","-0.01594662174737782","0.01594662174737782","Repressed","263","viper","263","0.01594662174737782",NA,NA,"4","ReMap--ChIP-seq(rank=152); Enrichr--Queries(rank=793); GTEx--Coexpression(rank=823); ARCHS4--Coexpression(rank=1290)","1384","0.51180000000000003","ReMap ChIP-seq,0.5118"
"NFKB2","-0.01174646216358047","-0.01174646216358047","0.01174646216358047","Repressed","264","viper","264","0.01174646216358047",NA,NA,"4","ReMap--ChIP-seq(rank=183); GTEx--Coexpression(rank=489); Enrichr--Queries(rank=1251); ARCHS4--Coexpression(rank=1493)","1001","0.30430000000000001","GTEx Coexpression,0.3043"
"SMAD1","-0.01134018967387467","-0.01134018967387467","0.01134018967387467","Repressed","265","viper","265","0.01134018967387467",NA,NA,"5","Literature--ChIP-seq(rank=89); ReMap--ChIP-seq(rank=190); Enrichr--Queries(rank=816); ARCHS4--Coexpression(rank=1167); GTEx--Coexpression(rank=1424)","1424","0.54269999999999996","Literature ChIP-seq,0.5427"
