"TF","HMVL_CRC29","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"FOXO1","-0.187422058634688637","-0.187422058634688637","0.187422058634688637","Repressed","238","viper","238","0.187422058634688637",NA,NA,"5","Literature--ChIP-seq(rank=64); ReMap--ChIP-seq(rank=210); Enrichr--Queries(rank=615); ARCHS4--Coexpression(rank=1183); GTEx--Coexpression(rank=1265)","1132","0.39019999999999999","Literature ChIP-seq,0.3902"
"ATF7","-0.184281480926806157","-0.184281480926806157","0.184281480926806157","Repressed","239","viper","239","0.184281480926806157",NA,NA,"4","ReMap--ChIP-seq(rank=90); ARCHS4--Coexpression(rank=485); GTEx--Coexpression(rank=1089); Enrichr--Queries(rank=1155)","963","0.29790000000000000","ARCHS4 Coexpression,0.2979"
"HMBOX1","-0.182677561121069448","-0.182677561121069448","0.182677561121069448","Repressed","240","viper","240","0.182677561121069448",NA,NA,"4","ReMap--ChIP-seq(rank=275); ARCHS4--Coexpression(rank=940); GTEx--Coexpression(rank=966); Enrichr--Queries(rank=1040)","1399","0.57740000000000002","ARCHS4 Coexpression,0.5774"
"MEIS1","0.172983397165438590","0.172983397165438590","0.172983397165438590","Activated","241","viper","241","0.172983397165438590",NA,NA,"5","Enrichr--Queries(rank=36); Literature--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=147); GTEx--Coexpression(rank=420); ARCHS4--Coexpression(rank=1067)","111","0.02564000000000000","Enrichr Queries,0.02564"
"BACH1","-0.162175390786611084","-0.162175390786611084","0.162175390786611084","Repressed","242","viper","242","0.162175390786611084",NA,NA,"6","Literature--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=29); ENCODE--ChIP-seq(rank=40); Enrichr--Queries(rank=969); ARCHS4--Coexpression(rank=1068); GTEx--Coexpression(rank=1203)","129","0.03049000000000000","Literature ChIP-seq,0.03049"
"TP63","-0.161701007747811820","-0.161701007747811820","0.161701007747811820","Repressed","243","viper","243","0.161701007747811820",NA,NA,"5","ReMap--ChIP-seq(rank=17); Literature--ChIP-seq(rank=37); Enrichr--Queries(rank=81); ARCHS4--Coexpression(rank=89); GTEx--Coexpression(rank=611)","231","0.05467000000000000","ARCHS4 Coexpression,0.05467"
"BHLHE22","-0.155446013570755381","-0.155446013570755381","0.155446013570755381","Repressed","244","viper","244","0.155446013570755381",NA,NA,"3","ReMap--ChIP-seq(rank=28); GTEx--Coexpression(rank=337); ARCHS4--Coexpression(rank=946)","387","0.09428000000000000","ReMap ChIP-seq,0.09428"
"CEBPA","-0.154404199821686822","-0.154404199821686822","0.154404199821686822","Repressed","245","viper","245","0.154404199821686822",NA,NA,"5","Literature--ChIP-seq(rank=66); ARCHS4--Coexpression(rank=94); Enrichr--Queries(rank=112); ReMap--ChIP-seq(rank=238); GTEx--Coexpression(rank=1011)","241","0.05774000000000000","ARCHS4 Coexpression,0.05774"
"RUNX2","-0.150224125840001110","-0.150224125840001110","0.150224125840001110","Repressed","246","viper","246","0.150224125840001110",NA,NA,"5","Literature--ChIP-seq(rank=46); Enrichr--Queries(rank=101); ReMap--ChIP-seq(rank=186); GTEx--Coexpression(rank=327); ARCHS4--Coexpression(rank=359)","297","0.07194000000000000","Enrichr Queries,0.07194"
"PAX8","0.126388779689271397","0.126388779689271397","0.126388779689271397","Activated","247","viper","247","0.126388779689271397",NA,NA,"4","ARCHS4--Coexpression(rank=50); GTEx--Coexpression(rank=233); ReMap--ChIP-seq(rank=267); Enrichr--Queries(rank=377)","131","0.03071000000000000","ARCHS4 Coexpression,0.03071"
"SP2","-0.113932677412187447","-0.113932677412187447","0.113932677412187447","Repressed","248","viper","248","0.113932677412187447",NA,NA,"5","ENCODE--ChIP-seq(rank=94); ReMap--ChIP-seq(rank=149); ARCHS4--Coexpression(rank=423); GTEx--Coexpression(rank=716); Enrichr--Queries(rank=1391)","877","0.25979999999999998","ARCHS4 Coexpression,0.2598"
"TEAD1","-0.105131723753525488","-0.105131723753525488","0.105131723753525488","Repressed","249","viper","249","0.105131723753525488",NA,NA,"4","ARCHS4--Coexpression(rank=48); ReMap--ChIP-seq(rank=244); Enrichr--Queries(rank=273); GTEx--Coexpression(rank=976)","126","0.02948000000000000","ARCHS4 Coexpression,0.02948"
"SRF","0.101843998791969648","0.101843998791969648","0.101843998791969648","Activated","250","viper","250","0.101843998791969648",NA,NA,"6","ENCODE--ChIP-seq(rank=30); ReMap--ChIP-seq(rank=121); Literature--ChIP-seq(rank=147); GTEx--Coexpression(rank=205); Enrichr--Queries(rank=1124); ARCHS4--Coexpression(rank=1602)","494","0.12759999999999999","GTEx Coexpression,0.1276"
"RBPJ","-0.096013903717398166","-0.096013903717398166","0.096013903717398166","Repressed","251","viper","251","0.096013903717398166",NA,NA,"5","Literature--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=159); Enrichr--Queries(rank=730); ARCHS4--Coexpression(rank=1504); GTEx--Coexpression(rank=1528)","1192","0.42070000000000002","Literature ChIP-seq,0.4207"
"NFIC","-0.093967762773910612","-0.093967762773910612","0.093967762773910612","Repressed","252","viper","252","0.093967762773910612",NA,NA,"5","ENCODE--ChIP-seq(rank=6); ARCHS4--Coexpression(rank=109); ReMap--ChIP-seq(rank=154); Enrichr--Queries(rank=865); GTEx--Coexpression(rank=1344)","214","0.05085000000000000","ENCODE ChIP-seq,0.05085"
"EPAS1","-0.093320281067938382","-0.093320281067938382","0.093320281067938382","Repressed","253","viper","253","0.093320281067938382",NA,NA,"4","Enrichr--Queries(rank=57); ReMap--ChIP-seq(rank=138); ARCHS4--Coexpression(rank=225); GTEx--Coexpression(rank=515)","172","0.04060000000000000","Enrichr Queries,0.0406"
"PPARG","-0.091663583906195556","-0.091663583906195556","0.091663583906195556","Repressed","254","viper","254","0.091663583906195556",NA,NA,"5","Literature--ChIP-seq(rank=71); ReMap--ChIP-seq(rank=219); Enrichr--Queries(rank=367); GTEx--Coexpression(rank=547); ARCHS4--Coexpression(rank=772)","882","0.26140000000000002","Enrichr Queries,0.2614"
"YY1","-0.089721028524259755","-0.089721028524259755","0.089721028524259755","Repressed","255","viper","255","0.089721028524259755",NA,NA,"6","Literature--ChIP-seq(rank=34); ReMap--ChIP-seq(rank=87); ENCODE--ChIP-seq(rank=93); GTEx--Coexpression(rank=319); Enrichr--Queries(rank=1299); ARCHS4--Coexpression(rank=1487)","719","0.19850000000000001","GTEx Coexpression,0.1985"
"FOXA1","0.078635407604683571","0.078635407604683571","0.078635407604683571","Activated","256","viper","256","0.078635407604683571",NA,NA,"6","ENCODE--ChIP-seq(rank=44); Literature--ChIP-seq(rank=114); Enrichr--Queries(rank=163); ReMap--ChIP-seq(rank=287); ARCHS4--Coexpression(rank=348); GTEx--Coexpression(rank=595)","462","0.11609999999999999","Enrichr Queries,0.1161"
"E2F6","-0.064720868943150892","-0.064720868943150892","0.064720868943150892","Repressed","257","viper","257","0.064720868943150892",NA,NA,"5","ENCODE--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=15); ARCHS4--Coexpression(rank=223); Enrichr--Queries(rank=714); GTEx--Coexpression(rank=1324)","212","0.05051000000000000","ReMap ChIP-seq,0.05051"
"GLI2","-0.047543660129079741","-0.047543660129079741","0.047543660129079741","Repressed","258","viper","258","0.047543660129079741",NA,NA,"3","Enrichr--Queries(rank=152); GTEx--Coexpression(rank=163); ARCHS4--Coexpression(rank=332)","412","0.10140000000000000","GTEx Coexpression,0.1014"
"FOXO3","0.047046434925455238","0.047046434925455238","0.047046434925455238","Activated","259","viper","259","0.047046434925455238",NA,NA,"4","Literature--ChIP-seq(rank=141); Enrichr--Queries(rank=1045); ARCHS4--Coexpression(rank=1111); GTEx--Coexpression(rank=1559)","1507","0.68240000000000001","ARCHS4 Coexpression,0.6824"
"NFKB2","-0.034812304778651541","-0.034812304778651541","0.034812304778651541","Repressed","260","viper","260","0.034812304778651541",NA,NA,"4","ARCHS4--Coexpression(rank=257); ReMap--ChIP-seq(rank=276); GTEx--Coexpression(rank=279); Enrichr--Queries(rank=441)","599","0.15790000000000001","ARCHS4 Coexpression,0.1579"
"PKNOX1","0.026140129402259189","0.026140129402259189","0.026140129402259189","Activated","261","viper","261","0.026140129402259189",NA,NA,"4","ReMap--ChIP-seq(rank=216); GTEx--Coexpression(rank=651); ARCHS4--Coexpression(rank=882); Enrichr--Queries(rank=1048)","1159","0.40510000000000002","GTEx Coexpression,0.4051"
"TCF12","-0.010609466631025544","-0.010609466631025544","0.010609466631025544","Repressed","262","viper","262","0.010609466631025544",NA,NA,"5","ENCODE--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=37); ARCHS4--Coexpression(rank=479); GTEx--Coexpression(rank=781); Enrichr--Queries(rank=1060)","471","0.11860000000000000","ENCODE ChIP-seq,0.1186"
"NR3C1","-0.001337036745149974","-0.001337036745149974","0.001337036745149974","Repressed","263","viper","263","0.001337036745149974",NA,NA,"6","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=76); Literature--ChIP-seq(rank=133); Enrichr--Queries(rank=600); GTEx--Coexpression(rank=949); ARCHS4--Coexpression(rank=1091)","75","0.01695000000000000","ENCODE ChIP-seq,0.01695"
