"TF","MVL_TOR10","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"E2F2","-0.21714140494433767","-0.21714140494433767","0.21714140494433767","Repressed","238","viper","238","0.21714140494433767",NA,NA,"3","ARCHS4--Coexpression(rank=5); Enrichr--Queries(rank=9); GTEx--Coexpression(rank=583)","10","0.00307100000000000","ARCHS4 Coexpression,0.003071"
"HIF1A","0.21619108500892020","0.21619108500892020","0.21619108500892020","Activated","239","viper","239","0.21619108500892020",NA,NA,"5","ReMap--ChIP-seq(rank=90); Literature--ChIP-seq(rank=141); Enrichr--Queries(rank=720); GTEx--Coexpression(rank=795); ARCHS4--Coexpression(rank=1340)","985","0.30299999999999999","ReMap ChIP-seq,0.303"
"STAT6","0.21522983372022764","0.21522983372022764","0.21522983372022764","Activated","240","viper","240","0.21522983372022764",NA,NA,"4","Literature--ChIP-seq(rank=150); ARCHS4--Coexpression(rank=241); GTEx--Coexpression(rank=838); Enrichr--Queries(rank=846)","543","0.14799999999999999","ARCHS4 Coexpression,0.148"
"MYOD1","0.19355204401581744","0.19355204401581744","0.19355204401581744","Activated","241","viper","241","0.19355204401581744",NA,NA,"5","ENCODE--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=112); GTEx--Coexpression(rank=1084); ARCHS4--Coexpression(rank=1145); Enrichr--Queries(rank=1287)","616","0.16950000000000001","ENCODE ChIP-seq,0.1695"
"MXI1","0.17236254745324200","0.17236254745324200","0.17236254745324200","Activated","242","viper","242","0.17236254745324200",NA,NA,"5","ENCODE--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=22); Enrichr--Queries(rank=571); GTEx--Coexpression(rank=881); ARCHS4--Coexpression(rank=903)","263","0.06780000000000000","ENCODE ChIP-seq,0.0678"
"REL","-0.16932779076362237","-0.16932779076362237","0.16932779076362237","Repressed","243","viper","243","0.16932779076362237",NA,NA,"3","Enrichr--Queries(rank=302); GTEx--Coexpression(rank=329); ARCHS4--Coexpression(rank=465)","727","0.20469999999999999","GTEx Coexpression,0.2047"
"ZKSCAN1","-0.16481424327030686","-0.16481424327030686","0.16481424327030686","Repressed","244","viper","244","0.16481424327030686",NA,NA,"5","ENCODE--ChIP-seq(rank=82); ReMap--ChIP-seq(rank=102); ARCHS4--Coexpression(rank=183); GTEx--Coexpression(rank=1029); Enrichr--Queries(rank=1344)","426","0.11240000000000000","ARCHS4 Coexpression,0.1124"
"CLOCK","0.16479236259228219","0.16479236259228219","0.16479236259228219","Activated","245","viper","245","0.16479236259228219",NA,NA,"5","ReMap--ChIP-seq(rank=89); Literature--ChIP-seq(rank=134); Enrichr--Queries(rank=1385); GTEx--Coexpression(rank=1406); ARCHS4--Coexpression(rank=1458)","975","0.29970000000000002","ReMap ChIP-seq,0.2997"
"CUX1","-0.14338089364842638","-0.14338089364842638","0.14338089364842638","Repressed","246","viper","246","0.14338089364842638",NA,NA,"6","Literature--ChIP-seq(rank=14); ENCODE--ChIP-seq(rank=42); ReMap--ChIP-seq(rank=96); GTEx--Coexpression(rank=102); Enrichr--Queries(rank=1205); ARCHS4--Coexpression(rank=1594)","242","0.06347000000000000","GTEx Coexpression,0.06347"
"SOX10","0.14255573476334946","0.14255573476334946","0.14255573476334946","Activated","247","viper","247","0.14255573476334946",NA,NA,"4","ReMap--ChIP-seq(rank=181); GTEx--Coexpression(rank=512); ARCHS4--Coexpression(rank=783); Enrichr--Queries(rank=937)","1024","0.31859999999999999","GTEx Coexpression,0.3186"
"HSF1","0.13290779337137107","0.13290779337137107","0.13290779337137107","Activated","248","viper","248","0.13290779337137107",NA,NA,"5","ENCODE--ChIP-seq(rank=86); Literature--ChIP-seq(rank=102); ReMap--ChIP-seq(rank=157); GTEx--Coexpression(rank=842); ARCHS4--Coexpression(rank=1350)","1377","0.52400000000000002","GTEx Coexpression,0.524"
"FOXO4","0.13031608464604733","0.13031608464604733","0.13031608464604733","Activated","249","viper","249","0.13031608464604733",NA,NA,"3","Enrichr--Queries(rank=333); ARCHS4--Coexpression(rank=900); GTEx--Coexpression(rank=1050)","818","0.23719999999999999","Enrichr Queries,0.2372"
"FOXL2","-0.12551968439279573","-0.12551968439279573","0.12551968439279573","Repressed","250","viper","250","0.12551968439279573",NA,NA,"3","ARCHS4--Coexpression(rank=149); GTEx--Coexpression(rank=1063); Enrichr--Queries(rank=1131)","352","0.09152000000000000","ARCHS4 Coexpression,0.09152"
"FLI1","0.11788797196977664","0.11788797196977664","0.11788797196977664","Activated","251","viper","251","0.11788797196977664",NA,NA,"6","ENCODE--ChIP-seq(rank=10); Literature--ChIP-seq(rank=139); ReMap--ChIP-seq(rank=162); GTEx--Coexpression(rank=230); ARCHS4--Coexpression(rank=401); Enrichr--Queries(rank=885)","328","0.08475000000000001","ENCODE ChIP-seq,0.08475"
"SMAD4","0.10686257725059442","0.10686257725059442","0.10686257725059442","Activated","252","viper","252","0.10686257725059442",NA,NA,"5","Literature--ChIP-seq(rank=83); ReMap--ChIP-seq(rank=175); Enrichr--Queries(rank=1362); GTEx--Coexpression(rank=1514); ARCHS4--Coexpression(rank=1605)","1355","0.50609999999999999","Literature ChIP-seq,0.5061"
"SP1","-0.09969296983367756","-0.09969296983367756","0.09969296983367756","Repressed","253","viper","253","0.09969296983367756",NA,NA,"5","ENCODE--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=21); GTEx--Coexpression(rank=394); ARCHS4--Coexpression(rank=1299); Enrichr--Queries(rank=1301)","228","0.05932000000000000","ENCODE ChIP-seq,0.05932"
"HMBOX1","-0.08490018003680805","-0.08490018003680805","0.08490018003680805","Repressed","254","viper","254","0.08490018003680805",NA,NA,"4","ReMap--ChIP-seq(rank=248); ARCHS4--Coexpression(rank=717); GTEx--Coexpression(rank=1165); Enrichr--Queries(rank=1321)","1248","0.44040000000000001","ARCHS4 Coexpression,0.4404"
"ATF1","-0.08393567088588118","-0.08393567088588118","0.08393567088588118","Repressed","255","viper","255","0.08393567088588118",NA,NA,"5","ENCODE--ChIP-seq(rank=74); ReMap--ChIP-seq(rank=138); Enrichr--Queries(rank=305); ARCHS4--Coexpression(rank=632); GTEx--Coexpression(rank=1450)","762","0.21720000000000000","Enrichr Queries,0.2172"
"TCF7L2","-0.08236771978667823","-0.08236771978667823","0.08236771978667823","Repressed","256","viper","256","0.08236771978667823",NA,NA,"6","ENCODE--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=15); Literature--ChIP-seq(rank=147); GTEx--Coexpression(rank=440); ARCHS4--Coexpression(rank=1084); Enrichr--Queries(rank=1248)","190","0.05051000000000000","ReMap ChIP-seq,0.05051"
"ATF4","0.08183148457710775","0.08183148457710775","0.08183148457710775","Activated","257","viper","257","0.08183148457710775",NA,NA,"4","ReMap--ChIP-seq(rank=215); GTEx--Coexpression(rank=811); Enrichr--Queries(rank=1045); ARCHS4--Coexpression(rank=1142)","1354","0.50470000000000004","GTEx Coexpression,0.5047"
"MYC","-0.07449434018142478","-0.07449434018142478","0.07449434018142478","Repressed","258","viper","258","0.07449434018142478",NA,NA,"6","ENCODE--ChIP-seq(rank=16); Literature--ChIP-seq(rank=35); Enrichr--Queries(rank=73); ReMap--ChIP-seq(rank=129); GTEx--Coexpression(rank=386); ARCHS4--Coexpression(rank=673)","197","0.05199000000000000","Enrichr Queries,0.05199"
"TBP","0.06832347446367172","0.06832347446367172","0.06832347446367172","Activated","259","viper","259","0.06832347446367172",NA,NA,"5","ENCODE--ChIP-seq(rank=35); GTEx--Coexpression(rank=96); Literature--ChIP-seq(rank=99); ReMap--ChIP-seq(rank=187); ARCHS4--Coexpression(rank=1498)","230","0.05974000000000000","GTEx Coexpression,0.05974"
"TCF7","-0.06636182052483751","-0.06636182052483751","0.06636182052483751","Repressed","260","viper","260","0.06636182052483751",NA,NA,"5","Literature--ChIP-seq(rank=58); ARCHS4--Coexpression(rank=171); ReMap--ChIP-seq(rank=210); Enrichr--Queries(rank=261); GTEx--Coexpression(rank=579)","400","0.10500000000000000","ARCHS4 Coexpression,0.105"
"KLF6","0.04414299279268442","0.04414299279268442","0.04414299279268442","Activated","261","viper","261","0.04414299279268442",NA,NA,"4","ReMap--ChIP-seq(rank=26); ARCHS4--Coexpression(rank=158); Enrichr--Queries(rank=278); GTEx--Coexpression(rank=1021)","338","0.08754000000000001","ReMap ChIP-seq,0.08754"
"PKNOX1","0.02541253360424062","0.02541253360424062","0.02541253360424062","Activated","262","viper","262","0.02541253360424062",NA,NA,"4","ReMap--ChIP-seq(rank=132); ARCHS4--Coexpression(rank=861); GTEx--Coexpression(rank=866); Enrichr--Queries(rank=954)","1257","0.44440000000000002","ReMap ChIP-seq,0.4444"
"SOX6","0.02050000509537099","0.02050000509537099","0.02050000509537099","Activated","263","viper","263","0.02050000509537099",NA,NA,"4","ReMap--ChIP-seq(rank=235); ARCHS4--Coexpression(rank=1113); GTEx--Coexpression(rank=1144); Enrichr--Queries(rank=1161)","1530","0.68369999999999997","ARCHS4 Coexpression,0.6837"
