"TF","RKO","SW948","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"FOXA1","1.29990939858293886","-0.26173514642748952","0.51908712607772467","0.78082227250521419","Activated","227","viper","227","0.78082227250521419",NA,NA,"6","ENCODE--ChIP-seq(rank=18); ReMap--ChIP-seq(rank=66); Literature--ChIP-seq(rank=70); GTEx--Coexpression(rank=296); Enrichr--Queries(rank=474); ARCHS4--Coexpression(rank=1040)","565","0.152499999999999997","ENCODE ChIP-seq,0.1525"
"FLI1","1.13130797429482666","-0.42560166123621679","0.35285315652930493","0.77845481776552172","Activated","228","viper","228","0.77845481776552172",NA,NA,"6","ENCODE--ChIP-seq(rank=106); Literature--ChIP-seq(rank=139); ARCHS4--Coexpression(rank=154); Enrichr--Queries(rank=206); ReMap--ChIP-seq(rank=245); GTEx--Coexpression(rank=260)","370","0.094589999999999994","ARCHS4 Coexpression,0.09459"
"BATF","1.13685216814727230","0.41680857631182960","0.77683037222955098","0.77683037222955098","Activated","229","viper","229","0.77683037222955098",NA,NA,"5","ENCODE--ChIP-seq(rank=46); ReMap--ChIP-seq(rank=142); ARCHS4--Coexpression(rank=176); Enrichr--Queries(rank=537); GTEx--Coexpression(rank=896)","414","0.108100000000000002","ARCHS4 Coexpression,0.1081"
"DUX4","0.90959021819863084","0.62140802231478809","0.76549912025670941","0.76549912025670941","Activated","230","viper","230","0.76549912025670941",NA,NA,"2","ReMap--ChIP-seq(rank=91); ARCHS4--Coexpression(rank=865)","974","0.306400000000000006","ReMap ChIP-seq,0.3064"
"E2F7","-1.12264037488658164","0.38679703226654361","-0.36792167131001902","0.75471870357656257","Repressed","231","viper","231","0.75471870357656257",NA,NA,"5","ReMap--ChIP-seq(rank=24); Literature--ChIP-seq(rank=160); GTEx--Coexpression(rank=752); Enrichr--Queries(rank=1206); ARCHS4--Coexpression(rank=1276)","328","0.080810000000000007","ReMap ChIP-seq,0.08081"
"E2F6","0.42498397063049953","1.07759623697983331","0.75129010380516648","0.75129010380516648","Activated","232","viper","232","0.75129010380516648",NA,NA,"5","ENCODE--ChIP-seq(rank=56); ReMap--ChIP-seq(rank=132); ARCHS4--Coexpression(rank=292); GTEx--Coexpression(rank=549); Enrichr--Queries(rank=815)","648","0.179400000000000004","ARCHS4 Coexpression,0.1794"
"GATA4","0.88232482925931099","0.59861564261975087","0.74047023593953099","0.74047023593953099","Activated","233","viper","233","0.74047023593953099",NA,NA,"5","Literature--ChIP-seq(rank=103); ARCHS4--Coexpression(rank=209); ReMap--ChIP-seq(rank=281); Enrichr--Queries(rank=569); GTEx--Coexpression(rank=1354)","481","0.128399999999999986","ARCHS4 Coexpression,0.1284"
"MAF","1.20328125511352568","0.26756458327989646","0.73542291919671110","0.73542291919671110","Activated","234","viper","234","0.73542291919671110",NA,NA,"4","Enrichr--Queries(rank=65); GTEx--Coexpression(rank=112); ARCHS4--Coexpression(rank=230); ReMap--ChIP-seq(rank=246)","205","0.046300000000000001","Enrichr Queries,0.0463"
"HSF1","-1.33962583594867102","-0.06461996854817291","-0.70212290224842200","0.70212290224842200","Repressed","235","viper","235","0.70212290224842200",NA,NA,"5","Literature--ChIP-seq(rank=83); ENCODE--ChIP-seq(rank=88); ReMap--ChIP-seq(rank=231); GTEx--Coexpression(rank=1074); ARCHS4--Coexpression(rank=1427)","1348","0.506099999999999994","Literature ChIP-seq,0.5061"
"HHEX","-1.02785470234319098","-0.37123997089257121","-0.69954733661788104","0.69954733661788104","Repressed","236","viper","236","0.69954733661788104",NA,NA,"4","Enrichr--Queries(rank=133); ReMap--ChIP-seq(rank=146); ARCHS4--Coexpression(rank=529); GTEx--Coexpression(rank=735)","371","0.094729999999999995","Enrichr Queries,0.09473"
"SP2","0.10982270683428444","1.27505757595135139","0.69244014139281795","0.69244014139281795","Activated","237","viper","237","0.69244014139281795",NA,NA,"5","ENCODE--ChIP-seq(rank=112); ReMap--ChIP-seq(rank=282); GTEx--Coexpression(rank=741); Enrichr--Queries(rank=939); ARCHS4--Coexpression(rank=981)","1291","0.461100000000000010","GTEx Coexpression,0.4611"
"ETS2","0.75620599812547729","0.62783860554608328","0.69202230183578028","0.69202230183578028","Activated","238","viper","238","0.69202230183578028",NA,NA,"4","Enrichr--Queries(rank=22); ARCHS4--Coexpression(rank=37); Literature--ChIP-seq(rank=120); GTEx--Coexpression(rank=425)","72","0.015670000000000000","Enrichr Queries,0.01567"
"ERG","0.67308437912277641","0.68583744400144131","0.67946091156210886","0.67946091156210886","Activated","239","viper","239","0.67946091156210886",NA,NA,"5","GTEx--Coexpression(rank=43); Literature--ChIP-seq(rank=108); Enrichr--Queries(rank=200); ARCHS4--Coexpression(rank=234); ReMap--ChIP-seq(rank=240)","121","0.026759999999999999","GTEx Coexpression,0.02676"
"NFKB2","-0.67977856842879814","-0.65950786894272584","-0.66964321868576193","0.66964321868576193","Repressed","240","viper","240","0.66964321868576193",NA,NA,"4","GTEx--Coexpression(rank=29); ReMap--ChIP-seq(rank=31); ARCHS4--Coexpression(rank=33); Enrichr--Queries(rank=128)","83","0.018050000000000000","GTEx Coexpression,0.01805"
"ZBED1","-0.99665396125124961","0.26515018382625294","-0.36575188871249831","0.63090207253875130","Repressed","241","viper","241","0.63090207253875130",NA,NA,"4","ReMap--ChIP-seq(rank=141); Enrichr--Queries(rank=545); GTEx--Coexpression(rank=567); ARCHS4--Coexpression(rank=1447)","1078","0.352800000000000002","GTEx Coexpression,0.3528"
"CEBPD","0.86898685006018239","-0.36705666142819926","0.25096509431599157","0.61802175574419083","Activated","242","viper","242","0.61802175574419083",NA,NA,"5","ENCODE--ChIP-seq(rank=94); Literature--ChIP-seq(rank=95); ARCHS4--Coexpression(rank=188); ReMap--ChIP-seq(rank=248); GTEx--Coexpression(rank=852)","440","0.115500000000000005","ARCHS4 Coexpression,0.1155"
"ZNF24","-0.90078477999541973","0.30993472207443334","-0.29542502896049316","0.60535975103492656","Repressed","243","viper","243","0.60535975103492656",NA,NA,"4","ReMap--ChIP-seq(rank=190); Enrichr--Queries(rank=1325); ARCHS4--Coexpression(rank=1371); GTEx--Coexpression(rank=1474)","1500","0.639700000000000046","ReMap ChIP-seq,0.6397"
"ZNF592","1.13959843040602360","0.06914481471011086","0.60437162255806720","0.60437162255806720","Activated","244","viper","244","0.60437162255806720",NA,NA,"4","ReMap--ChIP-seq(rank=213); GTEx--Coexpression(rank=658); ARCHS4--Coexpression(rank=885); Enrichr--Queries(rank=1240)","1192","0.409499999999999975","GTEx Coexpression,0.4095"
"MYBL2","0.66633973746868824","-0.52187969881981655","0.07223001932443585","0.59410971814425240","Activated","245","viper","245","0.59410971814425240",NA,NA,"6","ENCODE--ChIP-seq(rank=98); Literature--ChIP-seq(rank=150); ReMap--ChIP-seq(rank=202); GTEx--Coexpression(rank=800); ARCHS4--Coexpression(rank=1113); Enrichr--Queries(rank=1329)","1341","0.497800000000000020","GTEx Coexpression,0.4978"
"RUNX3","0.88046747023302319","-0.20241156480612044","0.33902795271345137","0.54143951751957187","Activated","246","viper","246","0.54143951751957187",NA,NA,"5","ReMap--ChIP-seq(rank=64); ENCODE--ChIP-seq(rank=107); ARCHS4--Coexpression(rank=191); Enrichr--Queries(rank=539); GTEx--Coexpression(rank=1182)","444","0.117300000000000001","ARCHS4 Coexpression,0.1173"
"MXI1","-0.82930720269514047","0.24337472941680685","-0.29296623663916682","0.53634096605597370","Repressed","247","viper","247","0.53634096605597370",NA,NA,"5","GTEx--Coexpression(rank=7); ENCODE--ChIP-seq(rank=43); Enrichr--Queries(rank=45); ARCHS4--Coexpression(rank=58); ReMap--ChIP-seq(rank=130)","20","0.004356000000000000","GTEx Coexpression,0.004356"
"AR","-0.20609100982593967","0.83672855472002239","0.31531877244704137","0.52140978227298107","Activated","248","viper","248","0.52140978227298107",NA,NA,"5","Literature--ChIP-seq(rank=13); Enrichr--Queries(rank=108); ReMap--ChIP-seq(rank=149); ARCHS4--Coexpression(rank=457); GTEx--Coexpression(rank=512)","316","0.076920000000000002","Enrichr Queries,0.07692"
"GATA1",NA,"0.50416922672748621","0.50416922672748621","0.50416922672748621","Activated","249","viper","249","0.50416922672748621",NA,NA,"6","Literature--ChIP-seq(rank=28); ENCODE--ChIP-seq(rank=96); ReMap--ChIP-seq(rank=159); ARCHS4--Coexpression(rank=170); Enrichr--Queries(rank=654); GTEx--Coexpression(rank=1133)","401","0.104400000000000007","ARCHS4 Coexpression,0.1044"
"NR2F2",NA,"0.50359006462112599","0.50359006462112599","0.50359006462112599","Activated","250","viper","250","0.50359006462112599",NA,NA,"5","ENCODE--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=164); Enrichr--Queries(rank=368); ARCHS4--Coexpression(rank=466); GTEx--Coexpression(rank=704)","859","0.262100000000000000","Enrichr Queries,0.2621"
"FOXK2","0.70783003772390440","0.24469985347174297","0.47626494559782367","0.47626494559782367","Activated","251","viper","251","0.47626494559782367",NA,NA,"4","ReMap--ChIP-seq(rank=34); ARCHS4--Coexpression(rank=1110); GTEx--Coexpression(rank=1279); Enrichr--Queries(rank=1357)","435","0.114500000000000005","ReMap ChIP-seq,0.1145"
"STAT4","0.57034252368033411","0.37246530414605783","0.47140391391319597","0.47140391391319597","Activated","252","viper","252","0.47140391391319597",NA,NA,"4","Literature--ChIP-seq(rank=10); Enrichr--Queries(rank=332); ARCHS4--Coexpression(rank=423); GTEx--Coexpression(rank=1175)","261","0.060979999999999999","Literature ChIP-seq,0.06098"
"SP4","-0.37254778408757322","0.56189530452196224","0.09467376021719451","0.46722154430476770","Activated","253","viper","253","0.46722154430476770",NA,NA,"5","ENCODE--ChIP-seq(rank=104); ReMap--ChIP-seq(rank=126); Enrichr--Queries(rank=731); GTEx--Coexpression(rank=934); ARCHS4--Coexpression(rank=1437)","1219","0.424200000000000021","ReMap ChIP-seq,0.4242"
"RFX5",NA,"-0.45828191266576845","-0.45828191266576845","0.45828191266576845","Repressed","254","viper","254","0.45828191266576845",NA,NA,"5","ENCODE--ChIP-seq(rank=38); GTEx--Coexpression(rank=146); ReMap--ChIP-seq(rank=170); Enrichr--Queries(rank=351); ARCHS4--Coexpression(rank=740)","357","0.090850000000000000","GTEx Coexpression,0.09085"
"POU2F1","0.16283420028281434","-0.68268525937362989","-0.25992552954540776","0.42275972982822213","Repressed","255","viper","255","0.42275972982822213",NA,NA,"4","ReMap--ChIP-seq(rank=49); GTEx--Coexpression(rank=110); Enrichr--Queries(rank=854); ARCHS4--Coexpression(rank=1127)","285","0.068449999999999997","GTEx Coexpression,0.06845"
"NRF1","-0.73312625203614479","-0.10359772999600220","-0.41836199101607352","0.41836199101607352","Repressed","256","viper","256","0.41836199101607352",NA,NA,"5","ARCHS4--Coexpression(rank=52); ENCODE--ChIP-seq(rank=52); ReMap--ChIP-seq(rank=55); GTEx--Coexpression(rank=461); Enrichr--Queries(rank=1197)","144","0.031940000000000003","ARCHS4 Coexpression,0.03194"
"TCF7L2","0.35926622652596624","-0.39352061085350398","-0.01712719216376887","0.37639341868973508","Repressed","257","viper","257","0.37639341868973508",NA,NA,"6","ReMap--ChIP-seq(rank=10); ENCODE--ChIP-seq(rank=19); Literature--ChIP-seq(rank=144); Enrichr--Queries(rank=379); GTEx--Coexpression(rank=1485); ARCHS4--Coexpression(rank=1532)","151","0.033669999999999999","ReMap ChIP-seq,0.03367"
"HNF4A","0.18259558931555203","-0.51149234751036399","-0.16444837909740598","0.34704396841295804","Repressed","258","viper","258","0.34704396841295804",NA,NA,"6","ENCODE--ChIP-seq(rank=90); Literature--ChIP-seq(rank=92); ReMap--ChIP-seq(rank=166); Enrichr--Queries(rank=175); ARCHS4--Coexpression(rank=993); GTEx--Coexpression(rank=1099)","469","0.124600000000000002","Enrichr Queries,0.1246"
"ELF5","-0.29865597813204897","-0.15318338145131424","-0.22591967979168159","0.22591967979168159","Repressed","259","viper","259","0.22591967979168159",NA,NA,"5","Literature--ChIP-seq(rank=145); ReMap--ChIP-seq(rank=275); Enrichr--Queries(rank=690); GTEx--Coexpression(rank=1246); ARCHS4--Coexpression(rank=1534)","1334","0.491499999999999992","Enrichr Queries,0.4915"
"RXRA","0.22298960190136644","0.19487194289099427","0.20893077239618035","0.20893077239618035","Activated","260","viper","260","0.20893077239618035",NA,NA,"6","ENCODE--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=32); GTEx--Coexpression(rank=56); Literature--ChIP-seq(rank=87); Enrichr--Queries(rank=346); ARCHS4--Coexpression(rank=639)","156","0.034849999999999999","GTEx Coexpression,0.03485"
"JUND","-0.08395108038829271","0.29528086942899245","0.10566489452034987","0.18961597490864257","Activated","261","viper","261","0.18961597490864257",NA,NA,"6","Literature--ChIP-seq(rank=4); ENCODE--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=51); ARCHS4--Coexpression(rank=276); Enrichr--Queries(rank=585); GTEx--Coexpression(rank=700)","111","0.024389999999999998","Literature ChIP-seq,0.02439"
"NFE2L2","-0.05326156493896921","0.25773523769930834","0.10223683638016956","0.15549840131913878","Activated","262","viper","262","0.15549840131913878",NA,NA,"5","ARCHS4--Coexpression(rank=13); Literature--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=174); Enrichr--Queries(rank=210); GTEx--Coexpression(rank=749)","37","0.007985000000000001","ARCHS4 Coexpression,0.007985"
"CREB3L1","0.03894700408587227","0.12004611601756678","0.07949656005171953","0.07949656005171953","Activated","263","viper","263","0.07949656005171953",NA,NA,"4","GTEx--Coexpression(rank=53); ReMap--ChIP-seq(rank=97); Enrichr--Queries(rank=112); ARCHS4--Coexpression(rank=208)","147","0.032980000000000002","GTEx Coexpression,0.03298"
