"TF","DLD1","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"NR3C1","-0.29973592513112957","-0.29973592513112957","0.29973592513112957","Repressed","239","viper","239","0.29973592513112957",NA,NA,"6","ENCODE--ChIP-seq(rank=28); Literature--ChIP-seq(rank=70); ReMap--ChIP-seq(rank=166); Enrichr--Queries(rank=652); ARCHS4--Coexpression(rank=696); GTEx--Coexpression(rank=1074)","828","0.23730000000000001","ENCODE ChIP-seq,0.2373"
"ATF1","0.29033909255737211","0.29033909255737211","0.29033909255737211","Activated","240","viper","240","0.29033909255737211",NA,NA,"5","ReMap--ChIP-seq(rank=78); ARCHS4--Coexpression(rank=90); ENCODE--ChIP-seq(rank=105); Enrichr--Queries(rank=636); GTEx--Coexpression(rank=1448)","226","0.05528000000000000","ARCHS4 Coexpression,0.05528"
"ATF7","0.28890819014274660","0.28890819014274660","0.28890819014274660","Activated","241","viper","241","0.28890819014274660",NA,NA,"4","ReMap--ChIP-seq(rank=61); ARCHS4--Coexpression(rank=682); Enrichr--Queries(rank=1348); GTEx--Coexpression(rank=1566)","746","0.20540000000000000","ReMap ChIP-seq,0.2054"
"SOX6","-0.27347685544921252","-0.27347685544921252","0.27347685544921252","Repressed","242","viper","242","0.27347685544921252",NA,NA,"4","ReMap--ChIP-seq(rank=56); Enrichr--Queries(rank=529); GTEx--Coexpression(rank=726); ARCHS4--Coexpression(rank=1074)","688","0.18859999999999999","ReMap ChIP-seq,0.1886"
"SOX10","0.26717187987777063","0.26717187987777063","0.26717187987777063","Activated","243","viper","243","0.26717187987777063",NA,NA,"4","ARCHS4--Coexpression(rank=181); ReMap--ChIP-seq(rank=290); GTEx--Coexpression(rank=479); Enrichr--Queries(rank=703)","433","0.11119999999999999","ARCHS4 Coexpression,0.1112"
"MEF2B","0.26422303804841552","0.26422303804841552","0.26422303804841552","Activated","244","viper","244","0.26422303804841552",NA,NA,"4","Enrichr--Queries(rank=82); ReMap--ChIP-seq(rank=242); ARCHS4--Coexpression(rank=545); GTEx--Coexpression(rank=580)","240","0.05840000000000000","Enrichr Queries,0.0584"
"NCOA3","0.25280097633422238","0.25280097633422238","0.25280097633422238","Activated","245","viper","245","0.25280097633422238",NA,NA,"4","GTEx--Coexpression(rank=220); ReMap--ChIP-seq(rank=274); Enrichr--Queries(rank=889); ARCHS4--Coexpression(rank=1297)","525","0.13689999999999999","GTEx Coexpression,0.1369"
"XBP1","0.24574068920237449","0.24574068920237449","0.24574068920237449","Activated","246","viper","246","0.24574068920237449",NA,NA,"4","ReMap--ChIP-seq(rank=267); Enrichr--Queries(rank=741); ARCHS4--Coexpression(rank=786); GTEx--Coexpression(rank=999)","1272","0.48280000000000001","ARCHS4 Coexpression,0.4828"
"ZEB1","0.23645861809213065","0.23645861809213065","0.23645861809213065","Activated","247","viper","247","0.23645861809213065",NA,NA,"5","ENCODE--ChIP-seq(rank=53); ReMap--ChIP-seq(rank=115); ARCHS4--Coexpression(rank=448); Enrichr--Queries(rank=513); GTEx--Coexpression(rank=586)","921","0.27520000000000000","ARCHS4 Coexpression,0.2752"
"FLI1","-0.23372437156066833","-0.23372437156066833","0.23372437156066833","Repressed","248","viper","248","0.23372437156066833",NA,NA,"6","ENCODE--ChIP-seq(rank=22); Literature--ChIP-seq(rank=151); ReMap--ChIP-seq(rank=220); ARCHS4--Coexpression(rank=354); GTEx--Coexpression(rank=504); Enrichr--Queries(rank=706)","682","0.18640000000000001","ENCODE ChIP-seq,0.1864"
"ZNF24","-0.22684996589893563","-0.22684996589893563","0.22684996589893563","Repressed","249","viper","249","0.22684996589893563",NA,NA,"4","ReMap--ChIP-seq(rank=72); ARCHS4--Coexpression(rank=1083); GTEx--Coexpression(rank=1218); Enrichr--Queries(rank=1367)","843","0.24240000000000000","ReMap ChIP-seq,0.2424"
"NR5A2","0.22098618352769653","0.22098618352769653","0.22098618352769653","Activated","250","viper","250","0.22098618352769653",NA,NA,"4","ReMap--ChIP-seq(rank=231); Enrichr--Queries(rank=602); GTEx--Coexpression(rank=653); ARCHS4--Coexpression(rank=686)","1154","0.40629999999999999","GTEx Coexpression,0.4063"
"CEBPD","0.19525734187948512","0.19525734187948512","0.19525734187948512","Activated","251","viper","251","0.19525734187948512",NA,NA,"5","ENCODE--ChIP-seq(rank=54); Literature--ChIP-seq(rank=65); ReMap--ChIP-seq(rank=123); GTEx--Coexpression(rank=343); ARCHS4--Coexpression(rank=452)","762","0.21340000000000001","GTEx Coexpression,0.2134"
"NFE2L2","-0.17919923275866895","-0.17919923275866895","0.17919923275866895","Repressed","252","viper","252","0.17919923275866895",NA,NA,"5","Literature--ChIP-seq(rank=77); ARCHS4--Coexpression(rank=91); ReMap--ChIP-seq(rank=229); GTEx--Coexpression(rank=639); Enrichr--Queries(rank=713)","229","0.05590000000000000","ARCHS4 Coexpression,0.0559"
"KMT2A","0.17616095917943303","0.17616095917943303","0.17616095917943303","Activated","253","viper","253","0.17616095917943303",NA,NA,"3","ReMap--ChIP-seq(rank=112); GTEx--Coexpression(rank=1396); ARCHS4--Coexpression(rank=1451)","1102","0.37709999999999999","ReMap ChIP-seq,0.3771"
"ELF5","-0.17335238589367971","-0.17335238589367971","0.17335238589367971","Repressed","254","viper","254","0.17335238589367971",NA,NA,"5","GTEx--Coexpression(rank=128); Enrichr--Queries(rank=129); Literature--ChIP-seq(rank=136); ReMap--ChIP-seq(rank=206); ARCHS4--Coexpression(rank=656)","331","0.07965000000000000","GTEx Coexpression,0.07965"
"BACH1","0.16108928438876721","0.16108928438876721","0.16108928438876721","Activated","255","viper","255","0.16108928438876721",NA,NA,"6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=12); ReMap--ChIP-seq(rank=136); Enrichr--Queries(rank=512); ARCHS4--Coexpression(rank=957); GTEx--Coexpression(rank=1547)","68","0.01829000000000000","Literature ChIP-seq,0.01829"
"E2F6","0.15254305306038998","0.15254305306038998","0.15254305306038998","Activated","256","viper","256","0.15254305306038998",NA,NA,"5","ENCODE--ChIP-seq(rank=5); Enrichr--Queries(rank=119); ReMap--ChIP-seq(rank=181); ARCHS4--Coexpression(rank=240); GTEx--Coexpression(rank=1058)","165","0.04237000000000000","ENCODE ChIP-seq,0.04237"
"USF1","-0.13632184138053319","-0.13632184138053319","0.13632184138053319","Repressed","257","viper","257","0.13632184138053319",NA,NA,"5","ENCODE--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=162); GTEx--Coexpression(rank=344); ARCHS4--Coexpression(rank=779); Enrichr--Queries(rank=1090)","764","0.21410000000000001","GTEx Coexpression,0.2141"
"GATA1","0.12327077867322744","0.12327077867322744","0.12327077867322744","Activated","258","viper","258","0.12327077867322744",NA,NA,"6","ENCODE--ChIP-seq(rank=60); Literature--ChIP-seq(rank=126); ReMap--ChIP-seq(rank=283); Enrichr--Queries(rank=485); ARCHS4--Coexpression(rank=699); GTEx--Coexpression(rank=911)","1047","0.34539999999999998","Enrichr Queries,0.3454"
"TCF3","-0.07427857045371701","-0.07427857045371701","0.07427857045371701","Repressed","259","viper","259","0.07427857045371701",NA,NA,"6","Literature--ChIP-seq(rank=46); GTEx--Coexpression(rank=51); ENCODE--ChIP-seq(rank=97); ReMap--ChIP-seq(rank=109); ARCHS4--Coexpression(rank=261); Enrichr--Queries(rank=517)","120","0.03174000000000000","GTEx Coexpression,0.03174"
"HNF4A","-0.07116503597344474","-0.07116503597344474","0.07116503597344474","Repressed","260","viper","260","0.07116503597344474",NA,NA,"6","ENCODE--ChIP-seq(rank=66); GTEx--Coexpression(rank=103); Literature--ChIP-seq(rank=114); ReMap--ChIP-seq(rank=193); ARCHS4--Coexpression(rank=301); Enrichr--Queries(rank=514)","262","0.06408999999999999","GTEx Coexpression,0.06409"
"SOX2","-0.04593870519226069","-0.04593870519226069","0.04593870519226069","Repressed","261","viper","261","0.04593870519226069",NA,NA,"5","Literature--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=164); Enrichr--Queries(rank=553); ARCHS4--Coexpression(rank=648); GTEx--Coexpression(rank=702)","194","0.04878000000000000","Literature ChIP-seq,0.04878"
"GLI2","0.04263187791725431","0.04263187791725431","0.04263187791725431","Activated","262","viper","262","0.04263187791725431",NA,NA,"3","ARCHS4--Coexpression(rank=202); GTEx--Coexpression(rank=203); Enrichr--Queries(rank=329)","482","0.12410000000000000","ARCHS4 Coexpression,0.1241"
"TGIF2","0.01763725988541431","0.01763725988541431","0.01763725988541431","Activated","263","viper","263","0.01763725988541431",NA,NA,"4","ARCHS4--Coexpression(rank=6); Enrichr--Queries(rank=37); ReMap--ChIP-seq(rank=116); GTEx--Coexpression(rank=577)","12","0.00368600000000000","ARCHS4 Coexpression,0.003686"
"CREB3","-0.01000632049720926","-0.01000632049720926","0.01000632049720926","Repressed","264","viper","264","0.01000632049720926",NA,NA,"4","ReMap--ChIP-seq(rank=75); GTEx--Coexpression(rank=818); Enrichr--Queries(rank=987); ARCHS4--Coexpression(rank=989)","872","0.25250000000000000","ReMap ChIP-seq,0.2525"
