"TF","DLD1_HCT15","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"CDX2","0.151245539511788180","0.151245539511788180","0.151245539511788180","Activated","238","viper","238","0.151245539511788180",NA,NA,"5","Literature--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=37); ARCHS4--Coexpression(rank=200); Enrichr--Queries(rank=390); GTEx--Coexpression(rank=856)","427","0.12290000000000000","ARCHS4 Coexpression,0.1229"
"KLF3","0.143661939317624276","0.143661939317624276","0.143661939317624276","Activated","239","viper","239","0.143661939317624276",NA,NA,"4","ReMap--ChIP-seq(rank=188); GTEx--Coexpression(rank=323); ARCHS4--Coexpression(rank=421); Enrichr--Queries(rank=525)","661","0.20100000000000001","GTEx Coexpression,0.201"
"PRDM1","0.135209989429976613","0.135209989429976613","0.135209989429976613","Activated","240","viper","240","0.135209989429976613",NA,NA,"5","ENCODE--ChIP-seq(rank=22); GTEx--Coexpression(rank=32); Enrichr--Queries(rank=65); ARCHS4--Coexpression(rank=98); ReMap--ChIP-seq(rank=109)","78","0.01991000000000000","GTEx Coexpression,0.01991"
"MXI1","0.129145092124707678","0.129145092124707678","0.129145092124707678","Activated","241","viper","241","0.129145092124707678",NA,NA,"5","ENCODE--ChIP-seq(rank=86); Enrichr--Queries(rank=176); ReMap--ChIP-seq(rank=218); ARCHS4--Coexpression(rank=445); GTEx--Coexpression(rank=1543)","437","0.12540000000000001","Enrichr Queries,0.1254"
"GLI2","-0.123982211533484973","-0.123982211533484973","0.123982211533484973","Repressed","242","viper","242","0.123982211533484973",NA,NA,"3","GTEx--Coexpression(rank=401); Enrichr--Queries(rank=731); ARCHS4--Coexpression(rank=1049)","792","0.24950000000000000","GTEx Coexpression,0.2495"
"NFYA","-0.106002938637298608","-0.106002938637298608","0.106002938637298608","Repressed","243","viper","243","0.106002938637298608",NA,NA,"5","ENCODE--ChIP-seq(rank=96); ReMap--ChIP-seq(rank=159); GTEx--Coexpression(rank=902); Enrichr--Queries(rank=904); ARCHS4--Coexpression(rank=1098)","1369","0.53539999999999999","ReMap ChIP-seq,0.5354"
"ELF3","-0.105575610019877086","-0.105575610019877086","0.105575610019877086","Repressed","244","viper","244","0.105575610019877086",NA,NA,"4","GTEx--Coexpression(rank=15); Enrichr--Queries(rank=28); ARCHS4--Coexpression(rank=39); ReMap--ChIP-seq(rank=63)","35","0.00933400000000000","GTEx Coexpression,0.009334"
"ZEB2","-0.097139878117224326","-0.097139878117224326","0.097139878117224326","Repressed","245","viper","245","0.097139878117224326",NA,NA,"4","ReMap--ChIP-seq(rank=6); GTEx--Coexpression(rank=90); Enrichr--Queries(rank=473); ARCHS4--Coexpression(rank=490)","79","0.02020000000000000","ReMap ChIP-seq,0.0202"
"FOXP1","0.091277618647977524","0.091277618647977524","0.091277618647977524","Activated","246","viper","246","0.091277618647977524",NA,NA,"5","Literature--ChIP-seq(rank=71); ReMap--ChIP-seq(rank=292); GTEx--Coexpression(rank=884); Enrichr--Queries(rank=1275); ARCHS4--Coexpression(rank=1435)","1208","0.43290000000000001","Literature ChIP-seq,0.4329"
"NFE2L2","-0.090745707088481661","-0.090745707088481661","0.090745707088481661","Repressed","247","viper","247","0.090745707088481661",NA,NA,"5","ARCHS4--Coexpression(rank=6); Literature--ChIP-seq(rank=107); ReMap--ChIP-seq(rank=151); Enrichr--Queries(rank=209); GTEx--Coexpression(rank=848)","14","0.00368600000000000","ARCHS4 Coexpression,0.003686"
"POU4F2","0.089651046076220695","0.089651046076220695","0.089651046076220695","Activated","248","viper","248","0.089651046076220695",NA,NA,"4","ReMap--ChIP-seq(rank=291); GTEx--Coexpression(rank=629); ARCHS4--Coexpression(rank=1025); Enrichr--Queries(rank=1242)","1131","0.39140000000000003","GTEx Coexpression,0.3914"
"HNF1A","-0.078198604787280676","-0.078198604787280676","0.078198604787280676","Repressed","249","viper","249","0.078198604787280676",NA,NA,"3","ARCHS4--Coexpression(rank=132); GTEx--Coexpression(rank=297); Enrichr--Queries(rank=586)","292","0.08108000000000000","ARCHS4 Coexpression,0.08108"
"IRF3","0.069124950802408852","0.069124950802408852","0.069124950802408852","Activated","250","viper","250","0.069124950802408852",NA,NA,"5","ENCODE--ChIP-seq(rank=89); ARCHS4--Coexpression(rank=162); ReMap--ChIP-seq(rank=183); Enrichr--Queries(rank=797); GTEx--Coexpression(rank=1065)","353","0.09951000000000000","ARCHS4 Coexpression,0.09951"
"FOXP2","-0.063958567268756580","-0.063958567268756580","0.063958567268756580","Repressed","251","viper","251","0.063958567268756580",NA,NA,"6","Literature--ChIP-seq(rank=45); ENCODE--ChIP-seq(rank=64); ReMap--ChIP-seq(rank=147); Enrichr--Queries(rank=767); GTEx--Coexpression(rank=880); ARCHS4--Coexpression(rank=1236)","856","0.27439999999999998","Literature ChIP-seq,0.2744"
"TBX21","-0.053129024092719870","-0.053129024092719870","0.053129024092719870","Repressed","252","viper","252","0.053129024092719870",NA,NA,"4","ARCHS4--Coexpression(rank=69); ReMap--ChIP-seq(rank=119); Enrichr--Queries(rank=249); GTEx--Coexpression(rank=605)","158","0.04238000000000000","ARCHS4 Coexpression,0.04238"
"XBP1","0.044063620785056642","0.044063620785056642","0.044063620785056642","Activated","253","viper","253","0.044063620785056642",NA,NA,"4","ReMap--ChIP-seq(rank=271); GTEx--Coexpression(rank=526); Enrichr--Queries(rank=604); ARCHS4--Coexpression(rank=1073)","986","0.32729999999999998","GTEx Coexpression,0.3273"
"TCF4","-0.037763427959119224","-0.037763427959119224","0.037763427959119224","Repressed","254","viper","254","0.037763427959119224",NA,NA,"5","GTEx--Coexpression(rank=53); Literature--ChIP-seq(rank=99); ReMap--ChIP-seq(rank=127); ARCHS4--Coexpression(rank=644); Enrichr--Queries(rank=989)","124","0.03298000000000000","GTEx Coexpression,0.03298"
"ZEB1","0.032385096536190192","0.032385096536190192","0.032385096536190192","Activated","255","viper","255","0.032385096536190192",NA,NA,"5","ENCODE--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=171); ARCHS4--Coexpression(rank=511); GTEx--Coexpression(rank=658); Enrichr--Queries(rank=888)","932","0.30509999999999998","ENCODE ChIP-seq,0.3051"
"ZNF217","0.029018222915472132","0.029018222915472132","0.029018222915472132","Activated","256","viper","256","0.029018222915472132",NA,NA,"6","ENCODE--ChIP-seq(rank=8); Literature--ChIP-seq(rank=88); ReMap--ChIP-seq(rank=181); Enrichr--Queries(rank=470); ARCHS4--Coexpression(rank=1100); GTEx--Coexpression(rank=1363)","240","0.06780000000000000","ENCODE ChIP-seq,0.0678"
"E2F7","0.026514495950491095","0.026514495950491095","0.026514495950491095","Activated","257","viper","257","0.026514495950491095",NA,NA,"5","ReMap--ChIP-seq(rank=108); Literature--ChIP-seq(rank=161); Enrichr--Queries(rank=1177); GTEx--Coexpression(rank=1325); ARCHS4--Coexpression(rank=1437)","1069","0.36359999999999998","ReMap ChIP-seq,0.3636"
"TCF7","-0.013426624714280530","-0.013426624714280530","0.013426624714280530","Repressed","258","viper","258","0.013426624714280530",NA,NA,"5","ARCHS4--Coexpression(rank=48); Literature--ChIP-seq(rank=123); ReMap--ChIP-seq(rank=189); Enrichr--Queries(rank=241); GTEx--Coexpression(rank=301)","111","0.02948000000000000","ARCHS4 Coexpression,0.02948"
"TP73","-0.010808204476268703","-0.010808204476268703","0.010808204476268703","Repressed","259","viper","259","0.010808204476268703",NA,NA,"3","GTEx--Coexpression(rank=443); ARCHS4--Coexpression(rank=480); Enrichr--Queries(rank=660)","858","0.27570000000000000","GTEx Coexpression,0.2757"
"SNAI2","0.009371037934908708","0.009371037934908708","0.009371037934908708","Activated","260","viper","260","0.009371037934908708",NA,NA,"4","Enrichr--Queries(rank=170); ReMap--ChIP-seq(rank=231); GTEx--Coexpression(rank=407); ARCHS4--Coexpression(rank=546)","420","0.12110000000000001","Enrichr Queries,0.1211"
"PKNOX1","-0.008991510813016884","-0.008991510813016884","0.008991510813016884","Repressed","261","viper","261","0.008991510813016884",NA,NA,"4","ReMap--ChIP-seq(rank=43); GTEx--Coexpression(rank=359); ARCHS4--Coexpression(rank=824); Enrichr--Queries(rank=1101)","506","0.14480000000000001","ReMap ChIP-seq,0.1448"
