"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"MGP",0.0174355127163622,4.67443170085238,0.131296216184656,0.895596919508306,0.960571629384707,-6.35901862264967
"SIGLEC14",-0.0108681523048448,1.49213532890238,-0.131242018555512,0.895639768510398,0.960571629384707,-6.35902554602719
"ELK1",-0.00520632063942295,5.54571912894618,-0.131185492886868,0.895684458401209,0.960571629384707,-6.35903276375073
"TRPC3",0.00107138572373974,0.139110978013579,0.131183481059633,0.895686048982756,0.960571629384707,-6.35903302058228
"ALKBH1",-0.00478088123920976,3.65610253923273,-0.131027471105388,0.895809394132057,0.96062998704258,-6.35905292494787
"ANKRD22",0.0112994758509998,5.2027474980892,0.130933528372067,0.895883668691633,0.96062998704258,-6.35906489910809
"PLPP5",-0.0073669607341079,5.00365180642652,-0.130928407179342,0.895887717720155,0.96062998704258,-6.35906555162043
"UFSP2",-0.00500918398496271,4.08792313468526,-0.130714889007158,0.896056536510868,0.960758367175488,-6.35909273414115
"UGT1A9",0.00160242866640085,0.0724610577976033,0.130649680034874,0.896108095124206,0.960761012910915,-6.35910102690652
"LBP",0.0111539540840818,0.768236616621002,0.130477966969267,0.896243865164972,0.960853940572099,-6.35912284423315
"KRTAP10-2",0.00269306288412125,0.080680309660348,0.130258173586633,0.896417655785451,0.960901360158508,-6.35915072862848
"KRT28",0.000354190281494034,0.00552038403604361,0.130208362230244,0.89645704231665,0.960901360158508,-6.3591570414821
"CT45A9",0.000141604861777945,0.00203062633811442,0.130170622092662,0.896486884137968,0.960901360158508,-6.35916182287947
"TRAK2",0.00561662840667717,4.32852752660585,0.130148912854112,0.896504050098966,0.960901360158508,-6.35916457265209
"ZNF287",-0.0047394714723813,0.778284911656513,-0.130111558286001,0.896533587271696,0.960901360158508,-6.35916930304675
"PRKG1",0.00802774310363876,1.42677685950413,0.129662348088641,0.896888800042121,0.961162034765038,-6.35922608242537
"MRPS18A",-0.0072165765239856,5.45054943704213,-0.129645605488657,0.896902039647076,0.961162034765038,-6.35922819486495
"IGF2BP2",0.00847837089706835,5.10345556454461,0.129598477806427,0.8969393071255,0.961162034765038,-6.35923413957265
"APOBEC3B",0.0122357382696205,3.12155100590446,0.129555559304547,0.896973246280142,0.961162034765038,-6.35923955145204
"AC134980.2",-0.000135341782433184,0.00189244577144671,-0.129433734342862,0.89706958422857,0.961198914520787,-6.35925490340726
"ERICH4",0.0109529914306998,0.633668992397052,0.12936411648725,0.897124638008769,0.961198914520787,-6.35926366992129
"SLC10A4",-0.0049033693359756,0.355178631290535,-0.129325718421795,0.897155003400501,0.961198914520787,-6.3592685031166
"H3C14",0.00474682807226354,0.176404176481368,0.129221268287289,0.897237603879613,0.961234790098965,-6.35928164307945
"SLC7A7",-0.0101919015146601,3.80775502952232,-0.129137718399407,0.897303676985303,0.961248149438047,-6.35929214612195
"CSMD3",0.00121311853460234,0.0313409973673507,0.129081285639932,0.89734830566824,0.961248149438047,-6.35929923643127
"SLC46A3",0.00992411674308876,4.43582747431044,0.129002049370659,0.897410968585982,0.961259355546884,-6.35930918658274
"FMO5",0.0108676800082976,3.05261555274461,0.128943844050256,0.897456999874951,0.961259355546884,-6.35931649186545
"CD300LF",0.0104330460394448,2.15012106164154,0.128564241373228,0.897757214601709,0.961465889270706,-6.35936405450161
"MDH1B",0.00420905447856577,0.499866110338847,0.128447286941949,0.897849712807377,0.961465889270706,-6.35937868014999
"FAM131B",0.0136545000883739,1.83335517523433,0.128445094245617,0.897851447004447,0.961465889270706,-6.35937895422887
"TMPRSS12",0.000649557247028602,0.014190426811008,0.128432411436377,0.897861477810515,0.961465889270706,-6.35938053944101
"CASP5",0.014771563068353,3.2231842094677,0.128389444309768,0.897895460538588,0.961465889270706,-6.35938590869755
"EMP3",0.0121002785547956,4.99143881660401,0.127852331639636,0.898320279126718,0.961637515139255,-6.35945287576296
"LRRC25",0.0109617889224894,2.760252761153,0.12783948416705,0.898330440938223,0.961637515139255,-6.35945447414476
"HS3ST1",0.00827972739171828,2.72180428107219,0.127822096201242,0.8983441941159,0.961637515139255,-6.35945663716336
"STARD9",-0.0055748663546297,0.94190940825731,-0.127777186876399,0.898379715717153,0.961637515139255,-6.35946222240762
"RABGGTA",-0.00759497677563442,4.72033936145963,-0.127772858334329,0.89838313944331,0.961637515139255,-6.35946276063232
"PGLYRP2",0.00250046794968035,0.0884933334525251,0.127703867892786,0.898437708738004,0.961637515139255,-6.35947133666238
"TXLNB",-0.00379876768966965,0.422969664191946,-0.127690753126963,0.898448082164603,0.961637515139255,-6.35947296640233
"CYP4B1",-0.00475798704678994,0.368620585619209,-0.127667672755588,0.898466338159103,0.961637515139255,-6.35947583413745
"S100P",-0.0157441225822543,10.250548565452,-0.127627692882275,0.898497961363058,0.961637515139255,-6.3594808004082
"IGFBP1",0.0126690991734302,0.742137653142865,0.12756168538476,0.898550172201408,0.961640806045484,-6.35948899640774
"RASGRF1",0.00673272487023277,0.5220920399233,0.127484661203887,0.898611097610952,0.961646110597651,-6.35949855496341
"DESI1",-0.00488403012477075,5.38374810596749,-0.127431179752094,0.898653401293773,0.961646110597651,-6.35950518851494
"RIMKLA",0.00816145008609839,2.09316586137693,0.12717878639462,0.898853047649621,0.961749013742811,-6.35953645646808
"CPAMD8",0.00308871244892811,0.472369406737615,0.127100184531929,0.898915224034698,0.961749013742811,-6.3595461814646
"TBL1XR1",0.00843139184866495,5.33466007982872,0.127089261999267,0.898923864128533,0.961749013742811,-6.3595475323766
"OR4C15",-0.000341346045537927,0.00521282444385843,-0.127061114378985,0.898946129906354,0.961749013742811,-6.35955101317305
"TYMS",-0.0102982139744139,3.67689342910396,-0.12692788191158,0.899051522652089,0.961780714212177,-6.3595674785311
"CRYBG1",0.00871109440654251,4.87591514734344,0.126899408474524,0.89907404662571,0.961780714212177,-6.35957099514295
"FMO1",0.00648341182641143,0.747104398625123,0.126767814571302,0.899178145325036,0.961839499461975,-6.35958723739964
"ATG10",0.00536808475831214,2.3509522904943,0.126604962105889,0.899306973837941,0.96192473000942,-6.35960731448057
"RNF114",0.00597573764064704,6.87358333072602,0.126466710054808,0.899416343667377,0.961989138808298,-6.35962433847369
"PPM1G",-0.00538005980986561,7.18678644699615,-0.126360069987058,0.899500706878854,0.961992465137636,-6.35963745714439
"ZNF443",-0.00728470686014222,3.02622315390495,-0.126338512006592,0.899517761586978,0.961992465137636,-6.35964010782404
"AKTIP",-0.00422036200254646,3.58045121553308,-0.126186636709257,0.899637912790295,0.962068389225663,-6.35965876896353
"OR5T1",0.000648682959782478,0.00675321482686643,0.126048193593176,0.899747439570609,0.962132943931614,-6.35967576011607
"SLC25A23",0.00771866706461275,5.42191537529779,0.125862092672262,0.899894672983115,0.962237810465636,-6.35969857093514
"MUL1",-0.00543745470753628,5.4392696968207,-0.125286391785793,0.900350159574254,0.962628223902061,-6.35976892253958
"HEATR3",-0.00518467248587463,4.35190654765363,-0.125261860912199,0.90036956879505,0.962628223902061,-6.35977191308917
"PIK3C2G",-0.00178298353527742,0.0319309298302857,-0.125157820488249,0.900451887911968,0.962628223902061,-6.35978459011005
"ADAM33",0.00818083371094384,1.17798262630236,0.125094356313755,0.900502102717761,0.962628223902061,-6.35979231786161
"PRAMEF13",-0.000142993969270145,0.00220744740288474,-0.125089779639678,0.900505723938426,0.962628223902061,-6.35979287499144
"ZCCHC18",0.00261210362053949,0.400539871898591,0.124580299086131,0.900908855304351,0.962994741692961,-6.35985476789142
"LAIR1",0.00977332203752714,2.44139090149243,0.124532094275508,0.90094699915171,0.962994741692961,-6.3598606108459
"DEFB106A",-0.000140697122555491,0.00219039552315525,-0.124340995682436,0.901098215270377,0.963055004288504,-6.35988375185244
"MYO18A",0.00751797958680989,4.06346991225992,0.124319857438172,0.901114942162427,0.963055004288504,-6.35988630939677
"ZNF532",-0.00862764514415651,2.54163235432152,-0.124213864522694,0.901198816020147,0.963055004288504,-6.35989912706476
"GAB1",0.00666341917904216,3.06978165548498,0.124212100442546,0.901200211973822,0.963055004288504,-6.35989934030153
"CCDC71L",0.00675322091503765,4.08828182756817,0.124143427038334,0.901254554919222,0.963060491090587,-6.35990763898664
"METTL14",0.00509378781301792,3.22471771652312,0.123896547945126,0.901449920220276,0.963216662406148,-6.3599374346395
"TMEM181",-0.00619101906286416,5.56370580032092,-0.123800679466875,0.901525786396468,0.963245136516093,-6.35994898894729
"FOXM1",0.00793927302089378,5.1271222773981,0.123556096736612,0.901719342699338,0.963321274845425,-6.35997842615383
"CEND1",-0.00564095347431092,0.565518774946475,-0.123513870682161,0.901752759875493,0.963321274845425,-6.35998350245624
"INTS8",-0.00615498655948735,4.39985958458671,-0.123503075270856,0.90176130325824,0.963321274845425,-6.35998479997302
"CLDN34",0.00218172920334099,0.108175381823545,0.123429195538964,0.901819771260585,0.963321274845425,-6.35999367664566
"HFE",-0.00604077017259962,2.96616339410626,-0.123350334235833,0.901882182239783,0.963321274845425,-6.36000314599512
"AC132217.2",0.000146354475435968,0.0024562305288988,0.123138907467899,0.902049508770613,0.963321274845425,-6.36002850341338
"HPR",0.00503603155840548,0.190868148518967,0.123094790658737,0.902084424070794,0.963321274845425,-6.36003378906707
"FAM166A",0.00203779555482579,0.110932266268566,0.123071116604547,0.902103160470377,0.963321274845425,-6.36003662468476
"FCAMR",0.00927952985496272,1.46420788096313,0.123063831205315,0.902108926378094,0.963321274845425,-6.36003749720151
"CYFIP1",-0.00462967509323825,5.60767658640587,-0.123029578147988,0.902136035458471,0.963321274845425,-6.36004159873694
"VPS35L",0.00929181674697379,2.95698686804125,0.122983813735863,0.9021722552106,0.963321274845425,-6.36004707688525
"OR4A16",0.000236416267473083,0.00330120368839087,0.122964288029348,0.902187708683347,0.963321274845425,-6.3600494135553
"MAGEB1",0.00192114473343426,0.0194755485431035,0.122754527887475,0.902353724105185,0.96344597569354,-6.36007449246009
"RIMS1",-0.00146910590918387,0.0839744959303442,-0.122465835506755,0.902582217735959,0.963637367481886,-6.3601089384838
"LGALS2",0.0180450226558708,3.89184654202182,0.122330481279113,0.902689350400533,0.96369917503212,-6.36012506067239
"SELENOI",0.00649295603435071,4.68005926813243,0.122142450022323,0.9028381798028,0.963805488295456,-6.36014742769403
"ASB7",-0.00471582187007807,3.42578076601603,-0.121978764089366,0.902967742325463,0.963891223140156,-6.36016687073759
"RBMY1E",-0.000128453132231391,0.0019782638817498,-0.121799653974496,0.90310951653941,0.963989820099788,-6.36018811603316
"FABP9",-0.00350613868335138,0.093814592654506,-0.121730457078948,0.903164290018767,0.963989820099788,-6.36019631552078
"PURA",-0.00714700586290229,3.0544658269603,-0.121601809081386,0.903266123827928,0.963989820099788,-6.36021154728443
"C3orf20",0.00181327477234134,0.121511985482436,0.121579200480822,0.903284020267691,0.963989820099788,-6.3602142224509
"XXYLT1",0.00467122528276921,3.47319650112412,0.12151467565849,0.903335096879951,0.963989820099788,-6.36022185462597
"CDKN2A",0.0139045568244375,2.2387406862767,0.121488719252565,0.903355643586434,0.963989820099788,-6.36022492367904
"LILRB1",0.00859713542977817,1.74993648565899,0.121292284822167,0.903511140276088,0.964058466564686,-6.36024812858644
"SPSB4",-0.00366124510297086,0.242184942497396,-0.121215109597524,0.903572232883643,0.964058466564686,-6.36025723506448
"CDC45",-0.00856778859681492,4.51198286766579,-0.121211545695621,0.903575054114539,0.964058466564686,-6.36025765545572
"ADAM22",0.00706945662197175,1.30532282359462,0.121155665025706,0.903619290136134,0.964058466564686,-6.36026424541973
"C1orf87",-0.000770844285548179,0.0329075578043079,-0.121049071404547,0.903703672163672,0.964058466564686,-6.36027680749636
"HARS1",-0.00386045842588374,3.88253420432756,-0.120950898399654,0.90378138919774,0.964058466564686,-6.36028836742117
"ZADH2",-0.00511320621279921,4.05968562412561,-0.120940095030551,0.903789941562535,0.964058466564686,-6.36028963895099
"SPG11",-0.00581959402076726,4.14339732444162,-0.120909643075364,0.903814048568232,0.964058466564686,-6.36029322245943
"GIPC2",-0.0106353866496604,4.73923490025879,-0.120763023096372,0.903930120148899,0.964076734949008,-6.36031046369309
"RIPPLY1",0.00489950837312415,0.369849058459118,0.1206384486209,0.90402874104399,0.964076734949008,-6.3603250961301
"ZFYVE1",-0.00506014155062073,3.37950808790992,-0.120626453881033,0.904038236903762,0.964076734949008,-6.36032650422747
"ATP6AP2",-0.00593593243471953,5.57661279941358,-0.120530752232969,0.904114001393354,0.964076734949008,-6.36033773390718
"SNAP29",0.00353198969029027,4.29411732497799,0.120516603784163,0.904125202424234,0.964076734949008,-6.36033939333715
"SMKR1",-0.0129763453704507,2.42220740270595,-0.120514663892922,0.904126738197031,0.964076734949008,-6.3603396208461
"EIF1AY",0.0229223334692577,1.9569638714695,0.120333976751415,0.904269786141954,0.964176735744167,-6.36036079564002
"CCDC151",-0.00303124648943242,0.322553155826916,-0.120182410547667,0.904389781777237,0.964182383306464,-6.36037853323882
"MAPK11",-0.00897668476626455,2.47008908098637,-0.120137401286084,0.904425416231054,0.964182383306464,-6.36038379631037
"SCAMP3",-0.00596901795127508,6.47978176722732,-0.120116555890204,0.904441919884201,0.964182383306464,-6.3603862331587
"CDH12",-0.00153442117648447,0.0233372294159451,-0.120078377722115,0.904472146294178,0.964182383306464,-6.3603906951298
"POLE2",0.00765548610900075,3.29894989026904,0.119764289708013,0.90472082124683,0.964286369555259,-6.36042734949218
"CASKIN2",-0.00747267672811398,3.93111308770879,-0.119763878705476,0.904721146658697,0.964286369555259,-6.36042739739365
"VIT",-0.00422760747382919,0.354625618493803,-0.119654062045743,0.904808094736436,0.964286369555259,-6.3604401904063
"UBR3",-0.00615450821512457,3.78558582034515,-0.119591854222543,0.904857348706198,0.964286369555259,-6.36044743205521
"LRRC49",-0.00535106582910482,1.41271326023895,-0.119491406785916,0.904936880234014,0.964286369555259,-6.36045911725049
"ENPP7",-0.00270140792375637,0.116141023291572,-0.119331335479931,0.905063622284247,0.964286369555259,-6.36047771828699
"EPB41L5",-0.00599720265880029,3.45389835470591,-0.11921254501101,0.905157680357588,0.964286369555259,-6.36049150617931
"NUBPL",0.00699408780731768,2.99657851686639,0.119090536005394,0.905254288251825,0.964286369555259,-6.36050565334955
"GIMAP5",-0.00392031232730649,0.330989813569095,-0.119057614665843,0.905280355923494,0.964286369555259,-6.36050946815823
"SKOR1",-0.00354565964197843,0.428442557737262,-0.11905648434116,0.905281250935452,0.964286369555259,-6.36050959911752
"TNN",-0.00326098124436512,0.342724300381265,-0.118964739424311,0.905353896657269,0.964286369555259,-6.36052022452908
"ZNF3",-0.00513354180151349,4.81843864675567,-0.118936274111851,0.905376436303726,0.964286369555259,-6.36052351956637
"C12orf54",0.00172674566020141,0.110836525439259,0.118918999101198,0.905390115187266,0.964286369555259,-6.36052551887198
"EXOSC8",-0.00638488649536518,5.03687327078743,-0.11886104621349,0.905436004267773,0.964286369555259,-6.36053222386884
"NAIP",0.00225807077122795,0.251695198208547,0.118834874982365,0.905456727648384,0.964286369555259,-6.36053525074034
"B4GALT3",-0.00507088643881792,5.31074071756456,-0.118676048914548,0.905582493581227,0.964286369555259,-6.36055360570263
"C6orf52",-0.00773933811806193,1.34580693606998,-0.118627174512608,0.905621195104058,0.964286369555259,-6.36055924900403
"CLPP",0.00843111459414776,5.88690951999964,0.118561759624919,0.905672994673278,0.964286369555259,-6.36056679852122
"MCM3",0.00556125026629222,7.20548350906677,0.118421605250574,0.905783978963101,0.964286369555259,-6.36058295968766
"ENG",0.00928716900119876,5.61535913985223,0.118418157947982,0.90578670880791,0.964286369555259,-6.36058335695441
"TRIM49C",0.000130191312041697,0.00209031909140076,0.118356776958815,0.905835315280519,0.964286369555259,-6.36059042855644
"ZNF280B",0.00681425962120424,1.34037069400927,0.118328358277001,0.905857819630068,0.964286369555259,-6.36059370138407
"ANO8",0.00772077208219777,3.01354428795552,0.118243744523208,0.90592482450606,0.964286369555259,-6.36060344124423
"SLC9A7",0.0100593343563212,2.21882109605818,0.118238350851673,0.905929095729162,0.964286369555259,-6.3606040618717
"KCNK10",-0.00589844089598975,0.656208895583495,-0.11820291592403,0.905957156549449,0.964286369555259,-6.36060813851836
"UGT3A1",-0.00151753038535617,0.0171521796459109,-0.118166143057914,0.90598627700401,0.964286369555259,-6.36061236779758
"WFDC2",-0.0223894442420944,5.3218122818231,-0.118148209989416,0.906000478257625,0.964286369555259,-6.360614429818
"TPX2",0.00771603607612317,6.81575403725043,0.11807774478945,0.906056280164125,0.964286369555259,-6.36062252917548
"HCFC1R1",-0.00726637007426326,5.48710312476255,-0.117969682609626,0.906141856297328,0.964286369555259,-6.3606349405901
"STAP2",0.00929074911864456,6.54972591841022,0.117959336739015,0.906150049411711,0.964286369555259,-6.36063612826262
"TMOD2",0.00788842960774326,1.59174691255939,0.1179446461611,0.906161683209177,0.964286369555259,-6.36063781451455
"OR52B2",-0.00166543291242054,0.0278922044080115,-0.117930334890253,0.906173016644312,0.964286369555259,-6.36063945702594
"CTXN1",-0.0154556542836145,2.79691054802909,-0.11779879877415,0.906277184114729,0.964286369555259,-6.3606545441547
"CCDC152",0.0060209633897035,0.643972618659181,0.117787846714894,0.906285857458143,0.964286369555259,-6.36065579959132
"KRTAP25-1",-0.000465896636190212,0.00510135029432931,-0.117777332162756,0.906294184333934,0.964286369555259,-6.36065700476656
"TAF6",-0.00539809420499882,4.51284902717127,-0.117671006032512,0.906378388641563,0.964323535966514,-6.360669185796
"TCF7L1",-0.00614321392073949,2.19002223672389,-0.117556838138412,0.906468804359943,0.964367306486652,-6.36068225295265
"C10orf71",0.000504949456142678,0.0139760379745138,0.117408734786605,0.906586097210956,0.964439664538545,-6.36069918531403
"WFDC1",-0.00766232845561944,2.01253972439871,-0.117211017265844,0.906742685992685,0.964491619725099,-6.36072175669726
"ATP12A",0.00994073235863716,0.420718994855384,0.117135197980027,0.906802734491885,0.964491619725099,-6.3607304021175
"GSDME",-0.00701102641398273,1.15365442119707,-0.117126094697064,0.906809944282888,0.964491619725099,-6.36073143975834
"SMCP",0.000677325789288982,0.00776611436157137,0.117098167721063,0.906832062468016,0.964491619725099,-6.36073462252125
"SLAMF9",-0.00937533310230686,1.02948781785106,-0.116984728568284,0.906921907103806,0.964502210135116,-6.36074754307602
"CNKSR2",-0.000773766136137219,0.0622059724041138,-0.116851211929906,0.907027654785145,0.964502210135116,-6.36076273438463
"STAMBP",-0.0034442156732447,4.41829018589454,-0.116804714638805,0.907064481899858,0.964502210135116,-6.36076802069927
"RPH3AL",0.00673082283243672,3.09906292881119,0.116803016811723,0.907065826628714,0.964502210135116,-6.36076821368678
"DDX3Y",0.0228047193443441,2.15872542227427,0.116763525532036,0.907097104956134,0.964502210135116,-6.36077270176479
"LMO2",-0.00699649408168376,2.70044225379812,-0.116712254990479,0.907137713042618,0.964502210135116,-6.36077852626028
"IFNA21",-0.000606633258536979,0.0171661250888351,-0.116585874024982,0.907237812287243,0.964556237737594,-6.36079287261346
"OR5BS1P",-0.000701659928644848,0.00808565273165303,-0.11647855221307,0.907322817010293,0.964594212162988,-6.3608050432307
"WDR64",-0.000654838123429561,0.0384401441029102,-0.116385486191916,0.907396531232363,0.964620179942889,-6.3608155881246
"RAVER2",0.00627540781550091,4.4863471878925,0.116074487945027,0.907642867471912,0.964829643109705,-6.36085076480156
"AC114490.3",-0.00351425957584551,0.577253418197909,-0.115959086221954,0.907734277414436,0.964874404914074,-6.36086379382474
"SPATA20",-0.00826370257209045,5.04473398620653,-0.115707168019252,0.907933826598618,0.964956288797632,-6.36089219073556
"NSMCE4A",0.00515391159818229,5.04443375691126,0.11570448365182,0.907935952968359,0.964956288797632,-6.36089249299229
"SCRG1",-0.00481022826116701,0.232766650724761,-0.115675100434741,0.907959228358714,0.964956288797632,-6.36089580105081
"TAPT1",0.00431887467097987,3.04349174671142,0.115557741746349,0.908052192737073,0.964987973366427,-6.36090900529613
"POC1A",-0.00756650706483022,4.79136417272683,-0.115469123496948,0.90812239153393,0.964987973366427,-6.36091896701986
"SMIM8",0.00549521398605567,1.58362921212717,0.115450729346812,0.908136962519179,0.964987973366427,-6.36092103377897
"PRKY",0.0129602863428696,1.10308556333779,0.115252988847228,0.908293605249943,0.965102022278442,-6.36094323102515
"CERS6",0.00835713280805075,4.88578711298044,0.115098203815464,0.908416222739811,0.965179907450642,-6.36096057978127
"QSER1",-0.008507492637919,3.27327239651543,-0.114992863229493,0.90849967261788,0.965202897996679,-6.36097237332799
"DDX6",0.00577360190016276,5.06546131703982,0.114906605555211,0.908568005936918,0.965202897996679,-6.36098202238065
"SLC22A9",0.000814153066264852,0.0337725551895373,0.114883166429384,0.908586574526831,0.965202897996679,-6.36098464310342
"C4orf50",-0.000396835881504557,0.0330620527513196,-0.11477838426131,0.908669584084453,0.965202897996679,-6.36099635223439
"ANK3",-0.00551749394727127,1.75174642089313,-0.114759617702979,0.908684451258945,0.965202897996679,-6.36099844821975
"MEIS3",-0.00835769223093143,2.09427085894095,-0.11464895673445,0.908772119340654,0.965243631152498,-6.36101080067048
"RARRES1",-0.0161097844347085,4.60649064269719,-0.114534508233832,0.908862789162018,0.965287547983386,-6.36102356336669
"KLHL1",-0.000299192397473284,0.00891361870834804,-0.114446198043647,0.90893275217858,0.965309468899881,-6.36103340254378
"ZC3H13",0.00733102197186284,4.53494173754855,0.114381619348704,0.908983914563215,0.965311421776368,-6.36104059284629
"MAB21L2",-0.0114850509732521,1.90024578843154,-0.11429308067816,0.909054059821945,0.965323224213605,-6.36105044429755
"RFPL3",0.00120119054260844,0.0265961498062388,0.11415338379866,0.909164736905226,0.965323224213605,-6.36106597246722
"ZNF558",-0.00549341646206158,2.79440689405486,-0.114134289813549,0.909179864557239,0.965323224213605,-6.36106809340631
"ZNF682",0.00719174589682219,0.959719794930474,0.114118562428709,0.909192324967012,0.965323224213605,-6.36106984012056
"LRP4",-0.0165981787534508,4.41330091315833,-0.114031253604991,0.909261497950281,0.965342291952091,-6.36107953243323
"AC138647.1",-0.000854603120460825,0.0123481533462358,-0.113958535146331,0.909319111814533,0.965342291952091,-6.3610875993808
"ANKRD30BL",-0.000351024628365548,0.00940376526958954,-0.113909124623584,0.909358259385251,0.965342291952091,-6.36109307775035
"NKX6-3",0.0101703204540579,0.375037478377859,0.113601879128633,0.909601692539309,0.96540176504096,-6.3611270901406
"CRABP2",-0.0160369369918985,3.70907839394982,-0.1136006629623,0.909602656134915,0.96540176504096,-6.36112722458894
"ETNPPL",0.00102436604157965,0.0288576804973874,0.11356963082935,0.909627243628448,0.96540176504096,-6.36113065473355
"RRAGA",0.00464804665405422,7.03684797232366,0.113538043480389,0.90965227112195,0.96540176504096,-6.36113414528669
"ARMC7",-0.00614754642416156,4.33005468669685,-0.113527122302016,0.909660924281863,0.96540176504096,-6.36113535190323
"TTC7A",0.00554377964090825,4.02668999101592,0.113288895307444,0.909849680971341,0.965549729220806,-6.36116164332014
"PLPPR2",0.00815723721601537,3.70637671021638,0.113189488836964,0.90992844616783,0.965580958626612,-6.36117259777439
"NAE1",0.00485616254954075,5.36641599882,0.112974348401487,0.910098916769816,0.965603218505076,-6.36119627302454
"ZNF100",0.0066724487557299,2.14475012179914,0.112972510038035,0.910100373449846,0.965603218505076,-6.36119647513419
"HSD11B1",0.0121229257317744,2.24421556883551,0.112909485144417,0.910150313215994,0.965603218505076,-6.36120340210145
"FUZ",0.0102664892162165,2.42620623611601,0.112872621238298,0.910179523662049,0.965603218505076,-6.36120745196398
"RETSAT",0.00581775246111955,6.31153712750694,0.112851682318393,0.910196115424947,0.965603218505076,-6.36120975172127
"NIPBL",-0.00662942743521727,4.04161887819638,-0.112427566559933,0.910532188393965,0.965898979439385,-6.36125624124126
"COPE",-0.00831852223456458,6.78256200581955,-0.11237529174204,0.910573612521417,0.965898979439385,-6.36126195923756
"BCKDHB",0.00596160767703596,4.59023103844383,0.112281925994512,0.910647598935773,0.96592510751569,-6.36127216528268
"REST",-0.00650463039610638,3.76263430310778,-0.112133622904748,0.910765121295917,0.96599740889239,-6.36128835922907
"CDX1",-0.0112702074506368,8.28942814744624,-0.111825403963807,0.911009374777711,0.966184498672533,-6.36132194671515
"TP63",0.00389145215445089,0.220747153922826,0.111752147409356,0.911067429455185,0.966184498672533,-6.36132991609132
"DIRAS2",0.0019289243023732,0.114856634589168,0.111724148265346,0.911089618466179,0.966184498672533,-6.36133296066067
"CTAG1A",-0.000151115428746986,0.00297172025083919,-0.111634691925491,0.911160512089093,0.966207324560882,-6.36134268284697
"FMOD",0.0125058350074437,5.78820872573516,0.111470895944792,0.911290321278293,0.966292619479736,-6.3613604641417
"IL1RAPL1",0.00139149316619591,0.0535581216561107,0.111338623367138,0.911395149735876,0.966302529509063,-6.36137480427818
"RPSA",0.00560077954066534,9.40159746836575,0.111331330863621,0.911400929224439,0.966302529509063,-6.36137559438897
"ROPN1B",-0.00177887820290388,0.121104796427821,-0.111245657019971,0.911468828206669,0.966302529509063,-6.36138487289943
"PITPNM1",-0.00781345446804243,5.11205228200189,-0.111209903573586,0.911497164031823,0.966302529509063,-6.36138874289916
"DEFB125",-0.000455188790858849,0.0077183109923166,-0.110915141187385,0.911730777570869,0.966381647928558,-6.36142060096378
"INCENP",-0.00532212722364965,4.791216829289,-0.110908628196249,0.911735939519874,0.966381647928558,-6.36142130393639
"CENPF",0.00812049447237308,4.27039322126322,0.110819947555142,0.911806224794104,0.966381647928558,-6.36143087147739
"ZBTB8B",0.000344725262131198,0.0219394222474511,0.110813042885331,0.91181169723072,0.966381647928558,-6.36143161608443
"CYP2S1",-0.0101087262938884,7.60307070160775,-0.110804224591956,0.911818686354747,0.966381647928558,-6.36143256699134
"TRIM60",-0.000238435670677726,0.00503727724166291,-0.11052887930099,0.912036920500874,0.966493349372389,-6.36146222035115
"BZW2",0.00551060775399459,6.71821062535478,0.110510837454731,0.912051220403815,0.966493349372389,-6.36146416079558
"RINL",0.00743921624703141,2.73122724367426,0.110438601911455,0.912108474323708,0.966493349372389,-6.36147192673089
"FNBP4",-0.00545115206338564,4.5706708786076,-0.11038946786715,0.912147418248033,0.966493349372389,-6.36147720615707
"MYO1G",0.00741150402504756,1.89684035149667,0.11021857910945,0.912282867301773,0.966493349372389,-6.36149554976662
"RAPGEF1",-0.00480389430899118,5.19311240384573,-0.110212328633876,0.912287821573192,0.966493349372389,-6.36149622016896
"KLKB1",0.00400370715935798,0.460424307979743,0.110135612103928,0.912348629146656,0.966493349372389,-6.36150444539669
"KRTAP10-10",-0.00123537808444231,0.0184052134502009,-0.11006317069371,0.912406048618506,0.966493349372389,-6.36151220700649
"PSAP",0.00570462864979892,10.0735678208905,0.110060224946801,0.91240838352522,0.966493349372389,-6.36151252251543
"KDM6A",-0.00611590822531555,2.30260051222684,-0.110048192934604,0.912417920545923,0.966493349372389,-6.3615138111356
"FIBIN",-0.0111261050302849,3.08255684332384,-0.109966300482219,0.912482831887853,0.966493956859394,-6.36152257801812
"ZFP82",0.00430684840199338,0.591905474927256,0.109884888617722,0.912547362876596,0.966493956859394,-6.36153128698329
"PVRIG",0.00287957900857867,0.172085044853372,0.109790915696443,0.912621851086855,0.966493956859394,-6.36154133163788
"PPP6R3",0.00422134231554824,5.19239162111305,0.109674264009,0.912714316830968,0.966493956859394,-6.36155378844452
"GPR137",0.00726299350358818,4.14255286529685,0.109616861528162,0.912759818220592,0.966493956859394,-6.36155991338416
"DCLK3",0.00272500007181776,0.48646809309477,0.109509195263936,0.912845163121618,0.966493956859394,-6.36157139290547
"PFKM",-0.00607193947679492,4.8498278274162,-0.109500359582189,0.91285216703516,0.966493956859394,-6.3615723344768
"HMG20B",0.00610187823964464,5.69749578731412,0.109472771136543,0.912874036029508,0.966493956859394,-6.36157527394108
