"TF","SW48","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"BATF","0.27575206736396779","0.27575206736396779","0.27575206736396779","Activated","239","viper","239","0.27575206736396779",NA,NA,"5","ENCODE--ChIP-seq(rank=41); ARCHS4--Coexpression(rank=67); ReMap--ChIP-seq(rank=86); GTEx--Coexpression(rank=696); Enrichr--Queries(rank=758)","156","0.04115000000000000","ARCHS4 Coexpression,0.04115"
"IRF1","-0.24815310403890453","-0.24815310403890453","0.24815310403890453","Repressed","240","viper","240","0.24815310403890453",NA,NA,"6","ReMap--ChIP-seq(rank=47); Literature--ChIP-seq(rank=75); ENCODE--ChIP-seq(rank=116); ARCHS4--Coexpression(rank=187); Enrichr--Queries(rank=411); GTEx--Coexpression(rank=421)","398","0.11490000000000000","ARCHS4 Coexpression,0.1149"
"NFE2L2","-0.24220967867344195","-0.24220967867344195","0.24220967867344195","Repressed","241","viper","241","0.24220967867344195",NA,NA,"5","Literature--ChIP-seq(rank=24); ARCHS4--Coexpression(rank=36); GTEx--Coexpression(rank=52); ReMap--ChIP-seq(rank=127); Enrichr--Queries(rank=425)","81","0.02211000000000000","ARCHS4 Coexpression,0.02211"
"EPAS1","-0.22438099629442060","-0.22438099629442060","0.22438099629442060","Repressed","242","viper","242","0.22438099629442060",NA,NA,"4","ReMap--ChIP-seq(rank=98); Enrichr--Queries(rank=170); GTEx--Coexpression(rank=247); ARCHS4--Coexpression(rank=448)","423","0.12110000000000001","Enrichr Queries,0.1211"
"XBP1","-0.21751183074971212","-0.21751183074971212","0.21751183074971212","Repressed","243","viper","243","0.21751183074971212",NA,NA,"4","ReMap--ChIP-seq(rank=295); ARCHS4--Coexpression(rank=380); GTEx--Coexpression(rank=838); Enrichr--Queries(rank=888)","743","0.23340000000000000","ARCHS4 Coexpression,0.2334"
"FOS","-0.21352694845463088","-0.21352694845463088","0.21352694845463088","Repressed","244","viper","244","0.21352694845463088",NA,NA,"5","ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=24); GTEx--Coexpression(rank=100); Enrichr--Queries(rank=135); ARCHS4--Coexpression(rank=314)","12","0.00336700000000000","ReMap ChIP-seq,0.003367"
"ZNF740","0.18402261747914353","0.18402261747914353","0.18402261747914353","Activated","245","viper","245","0.18402261747914353",NA,NA,"4","ReMap--ChIP-seq(rank=248); ARCHS4--Coexpression(rank=904); Enrichr--Queries(rank=1215); GTEx--Coexpression(rank=1591)","1361","0.55530000000000002","ARCHS4 Coexpression,0.5553"
"STAT4","0.18390931015896589","0.18390931015896589","0.18390931015896589","Activated","246","viper","246","0.18390931015896589",NA,NA,"4","Literature--ChIP-seq(rank=111); ARCHS4--Coexpression(rank=194); Enrichr--Queries(rank=277); GTEx--Coexpression(rank=706)","415","0.11920000000000000","ARCHS4 Coexpression,0.1192"
"TEAD2","-0.18173531424278355","-0.18173531424278355","0.18173531424278355","Repressed","247","viper","247","0.18173531424278355",NA,NA,"4","Enrichr--Queries(rank=125); ReMap--ChIP-seq(rank=171); GTEx--Coexpression(rank=879); ARCHS4--Coexpression(rank=1119)","324","0.08903000000000000","Enrichr Queries,0.08903"
"SRF","-0.17279798356142689","-0.17279798356142689","0.17279798356142689","Repressed","248","viper","248","0.17279798356142689",NA,NA,"6","ENCODE--ChIP-seq(rank=46); Literature--ChIP-seq(rank=132); ReMap--ChIP-seq(rank=176); GTEx--Coexpression(rank=757); Enrichr--Queries(rank=785); ARCHS4--Coexpression(rank=1512)","1089","0.38979999999999998","ENCODE ChIP-seq,0.3898"
"GATA2","0.16787744511779715","0.16787744511779715","0.16787744511779715","Activated","249","viper","249","0.16787744511779715",NA,NA,"6","ENCODE--ChIP-seq(rank=11); Literature--ChIP-seq(rank=37); ReMap--ChIP-seq(rank=61); Enrichr--Queries(rank=131); GTEx--Coexpression(rank=372); ARCHS4--Coexpression(rank=908)","339","0.09322000000000000","ENCODE ChIP-seq,0.09322"
"SPIB","-0.16184449687211352","-0.16184449687211352","0.16184449687211352","Repressed","250","viper","250","0.16184449687211352",NA,NA,"4","ReMap--ChIP-seq(rank=25); GTEx--Coexpression(rank=164); Enrichr--Queries(rank=549); ARCHS4--Coexpression(rank=558)","308","0.08418000000000000","ReMap ChIP-seq,0.08418"
"MXI1","0.13479383335631903","0.13479383335631903","0.13479383335631903","Activated","251","viper","251","0.13479383335631903",NA,NA,"5","ENCODE--ChIP-seq(rank=71); ARCHS4--Coexpression(rank=215); ReMap--ChIP-seq(rank=244); Enrichr--Queries(rank=263); GTEx--Coexpression(rank=742)","452","0.13210000000000000","ARCHS4 Coexpression,0.1321"
"USF1","-0.13431540574164788","-0.13431540574164788","0.13431540574164788","Repressed","252","viper","252","0.13431540574164788",NA,NA,"5","ENCODE--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=251); GTEx--Coexpression(rank=530); ARCHS4--Coexpression(rank=754); Enrichr--Queries(rank=1044)","970","0.32979999999999998","GTEx Coexpression,0.3298"
"TWIST1","0.13401059690275180","0.13401059690275180","0.13401059690275180","Activated","253","viper","253","0.13401059690275180",NA,NA,"4","ReMap--ChIP-seq(rank=52); ARCHS4--Coexpression(rank=117); GTEx--Coexpression(rank=167); Enrichr--Queries(rank=181)","268","0.07187000000000000","ARCHS4 Coexpression,0.07187"
"VDR","-0.12045637459509639","-0.12045637459509639","0.12045637459509639","Repressed","254","viper","254","0.12045637459509639",NA,NA,"5","ARCHS4--Coexpression(rank=33); Literature--ChIP-seq(rank=52); ReMap--ChIP-seq(rank=73); Enrichr--Queries(rank=101); GTEx--Coexpression(rank=133)","75","0.02027000000000000","ARCHS4 Coexpression,0.02027"
"CREB3L1","0.11150104312787600","0.11150104312787600","0.11150104312787600","Activated","255","viper","255","0.11150104312787600",NA,NA,"4","ARCHS4--Coexpression(rank=57); Enrichr--Queries(rank=85); ReMap--ChIP-seq(rank=256); GTEx--Coexpression(rank=775)","134","0.03501000000000000","ARCHS4 Coexpression,0.03501"
"HOXA9","0.10560532000812832","0.10560532000812832","0.10560532000812832","Activated","256","viper","256","0.10560532000812832",NA,NA,"4","GTEx--Coexpression(rank=82); ReMap--ChIP-seq(rank=252); Enrichr--Queries(rank=454); ARCHS4--Coexpression(rank=671)","195","0.05103000000000000","GTEx Coexpression,0.05103"
"ZEB1","-0.06224498304553845","-0.06224498304553845","0.06224498304553845","Repressed","257","viper","257","0.06224498304553845",NA,NA,"5","ENCODE--ChIP-seq(rank=42); ReMap--ChIP-seq(rank=111); Enrichr--Queries(rank=305); ARCHS4--Coexpression(rank=394); GTEx--Coexpression(rank=723)","702","0.21720000000000000","Enrichr Queries,0.2172"
"GATA4","0.05701317106719878","0.05701317106719878","0.05701317106719878","Activated","258","viper","258","0.05701317106719878",NA,NA,"5","Literature--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=34); ARCHS4--Coexpression(rank=524); Enrichr--Queries(rank=664); GTEx--Coexpression(rank=1424)","185","0.04878000000000000","Literature ChIP-seq,0.04878"
"STAT6","0.03443878225556950","0.03443878225556950","0.03443878225556950","Activated","259","viper","259","0.03443878225556950",NA,NA,"4","Literature--ChIP-seq(rank=39); Enrichr--Queries(rank=399); ARCHS4--Coexpression(rank=590); GTEx--Coexpression(rank=851)","754","0.23780000000000001","Literature ChIP-seq,0.2378"
"NFE2L1","0.03368516205971164","0.03368516205971164","0.03368516205971164","Activated","260","viper","260","0.03368516205971164",NA,NA,"4","ReMap--ChIP-seq(rank=286); GTEx--Coexpression(rank=1018); Enrichr--Queries(rank=1075); ARCHS4--Coexpression(rank=1264)","1447","0.63349999999999984","GTEx Coexpression,0.6335"
"GLI2","-0.03337331662128384","-0.03337331662128384","0.03337331662128384","Repressed","261","viper","261","0.03337331662128384",NA,NA,"3","Enrichr--Queries(rank=555); GTEx--Coexpression(rank=585); ARCHS4--Coexpression(rank=601)","1051","0.36399999999999999","GTEx Coexpression,0.364"
"NEUROD1","0.03144076901211799","0.03144076901211799","0.03144076901211799","Activated","262","viper","262","0.03144076901211799",NA,NA,"4","ReMap--ChIP-seq(rank=95); ARCHS4--Coexpression(rank=192); GTEx--Coexpression(rank=845); Enrichr--Queries(rank=1163)","410","0.11790000000000000","ARCHS4 Coexpression,0.1179"
