"TF","HVL_HUB098","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"TFAP2C","-0.40242976534076080","-0.40242976534076080","0.40242976534076080","Repressed","239","viper","239","0.40242976534076080",NA,NA,"6","ReMap--ChIP-seq(rank=50); ENCODE--ChIP-seq(rank=53); Literature--ChIP-seq(rank=57); Enrichr--Queries(rank=273); GTEx--Coexpression(rank=474); ARCHS4--Coexpression(rank=524)","605","0.16839999999999999","ReMap ChIP-seq,0.1684"
"STAT4","0.37300428729625906","0.37300428729625906","0.37300428729625906","Activated","240","viper","240","0.37300428729625906",NA,NA,"4","Literature--ChIP-seq(rank=73); Enrichr--Queries(rank=609); ARCHS4--Coexpression(rank=689); GTEx--Coexpression(rank=1034)","1174","0.42320000000000002","ARCHS4 Coexpression,0.4232"
"USF1","0.34002443883810296","0.34002443883810296","0.34002443883810296","Activated","241","viper","241","0.34002443883810296",NA,NA,"5","ReMap--ChIP-seq(rank=21); ENCODE--ChIP-seq(rank=70); ARCHS4--Coexpression(rank=791); GTEx--Coexpression(rank=963); Enrichr--Queries(rank=1039)","286","0.07071000000000000","ReMap ChIP-seq,0.07071"
"ESR2","0.32959591360006085","0.32959591360006085","0.32959591360006085","Activated","242","viper","242","0.32959591360006085",NA,NA,"5","Literature--ChIP-seq(rank=10); ReMap--ChIP-seq(rank=184); Enrichr--Queries(rank=666); ARCHS4--Coexpression(rank=916); GTEx--Coexpression(rank=1193)","244","0.06098000000000000","Literature ChIP-seq,0.06098"
"MAF","0.32687045152739846","0.32687045152739846","0.32687045152739846","Activated","243","viper","243","0.32687045152739846",NA,NA,"4","ReMap--ChIP-seq(rank=114); Enrichr--Queries(rank=214); GTEx--Coexpression(rank=739); ARCHS4--Coexpression(rank=867)","560","0.15240000000000001","Enrichr Queries,0.1524"
"RUNX3","0.32365628468983543","0.32365628468983543","0.32365628468983543","Activated","244","viper","244","0.32365628468983543",NA,NA,"5","ENCODE--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=207); Enrichr--Queries(rank=711); GTEx--Coexpression(rank=898); ARCHS4--Coexpression(rank=1143)","1317","0.50639999999999996","Enrichr Queries,0.5064"
"FOSL2","-0.30791256448837939","-0.30791256448837939","0.30791256448837939","Repressed","245","viper","245","0.30791256448837939",NA,NA,"5","ENCODE--ChIP-seq(rank=15); ReMap--ChIP-seq(rank=43); Enrichr--Queries(rank=203); GTEx--Coexpression(rank=469); ARCHS4--Coexpression(rank=623)","481","0.12709999999999999","ENCODE ChIP-seq,0.1271"
"E2F6","-0.30719045676605733","-0.30719045676605733","0.30719045676605733","Repressed","246","viper","246","0.30719045676605733",NA,NA,"5","ENCODE--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=63); Enrichr--Queries(rank=395); ARCHS4--Coexpression(rank=775); GTEx--Coexpression(rank=1431)","720","0.21210000000000001","ReMap ChIP-seq,0.2121"
"FOXK2","0.26698915350374824","0.26698915350374824","0.26698915350374824","Activated","247","viper","247","0.26698915350374824",NA,NA,"4","ReMap--ChIP-seq(rank=160); ARCHS4--Coexpression(rank=1021); Enrichr--Queries(rank=1161); GTEx--Coexpression(rank=1582)","1368","0.53869999999999996","ReMap ChIP-seq,0.5387"
"GATA1","0.26150677853094528","0.26150677853094528","0.26150677853094528","Activated","248","viper","248","0.26150677853094528",NA,NA,"6","Literature--ChIP-seq(rank=31); ENCODE--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=268); ARCHS4--Coexpression(rank=381); Enrichr--Queries(rank=652); GTEx--Coexpression(rank=1241)","657","0.18900000000000000","Literature ChIP-seq,0.189"
"ZEB1","0.24023147738580089","0.24023147738580089","0.24023147738580089","Activated","249","viper","249","0.24023147738580089",NA,NA,"5","ENCODE--ChIP-seq(rank=46); ARCHS4--Coexpression(rank=85); ReMap--ChIP-seq(rank=108); Enrichr--Queries(rank=196); GTEx--Coexpression(rank=225)","210","0.05221000000000000","ARCHS4 Coexpression,0.05221"
"RXRA","-0.23699945985438989","-0.23699945985438989","0.23699945985438989","Repressed","250","viper","250","0.23699945985438989",NA,NA,"6","ENCODE--ChIP-seq(rank=42); ReMap--ChIP-seq(rank=53); Literature--ChIP-seq(rank=108); Enrichr--Queries(rank=532); GTEx--Coexpression(rank=573); ARCHS4--Coexpression(rank=1130)","629","0.17849999999999999","ReMap ChIP-seq,0.1785"
"MBD2","-0.23319597192760777","-0.23319597192760777","0.23319597192760777","Repressed","251","viper","251","0.23319597192760777",NA,NA,"4","ReMap--ChIP-seq(rank=191); Enrichr--Queries(rank=641); GTEx--Coexpression(rank=806); ARCHS4--Coexpression(rank=1184)","1234","0.45660000000000001","Enrichr Queries,0.4566"
"PGR","0.22801047559880452","0.22801047559880452","0.22801047559880452","Activated","252","viper","252","0.22801047559880452",NA,NA,"4","ReMap--ChIP-seq(rank=162); ARCHS4--Coexpression(rank=193); GTEx--Coexpression(rank=290); Enrichr--Queries(rank=770)","452","0.11860000000000000","ARCHS4 Coexpression,0.1186"
"HINFP","-0.22430251328520817","-0.22430251328520817","0.22430251328520817","Repressed","253","viper","253","0.22430251328520817",NA,NA,"3","ReMap--ChIP-seq(rank=241); GTEx--Coexpression(rank=931); ARCHS4--Coexpression(rank=1308)","1423","0.57930000000000004","GTEx Coexpression,0.5793"
"NFKB2","0.19893829999458401","0.19893829999458401","0.19893829999458401","Activated","254","viper","254","0.19893829999458401",NA,NA,"4","ReMap--ChIP-seq(rank=166); Enrichr--Queries(rank=298); GTEx--Coexpression(rank=309); ARCHS4--Coexpression(rank=441)","665","0.19230000000000000","GTEx Coexpression,0.1923"
"NR1H2","0.18849591737547275","0.18849591737547275","0.18849591737547275","Activated","255","viper","255","0.18849591737547275",NA,NA,"4","ReMap--ChIP-seq(rank=41); GTEx--Coexpression(rank=204); ARCHS4--Coexpression(rank=657); Enrichr--Queries(rank=1010)","480","0.12690000000000001","GTEx Coexpression,0.1269"
"ELF5","0.17644809980457021","0.17644809980457021","0.17644809980457021","Activated","256","viper","256","0.17644809980457021",NA,NA,"5","GTEx--Coexpression(rank=94); Literature--ChIP-seq(rank=96); ReMap--ChIP-seq(rank=236); ARCHS4--Coexpression(rank=506); Enrichr--Queries(rank=877)","236","0.05849000000000000","GTEx Coexpression,0.05849"
"ZNF24","-0.15789141841604776","-0.15789141841604776","0.15789141841604776","Repressed","257","viper","257","0.15789141841604776",NA,NA,"4","ReMap--ChIP-seq(rank=157); GTEx--Coexpression(rank=503); Enrichr--Queries(rank=1234); ARCHS4--Coexpression(rank=1356)","969","0.31300000000000000","GTEx Coexpression,0.313"
"TEAD2","-0.11883957136486446","-0.11883957136486446","0.11883957136486446","Repressed","258","viper","258","0.11883957136486446",NA,NA,"4","Enrichr--Queries(rank=180); GTEx--Coexpression(rank=216); ReMap--ChIP-seq(rank=258); ARCHS4--Coexpression(rank=734)","485","0.12820000000000001","Enrichr Queries,0.1282"
"GLI2","0.11457290525524186","0.11457290525524186","0.11457290525524186","Activated","259","viper","259","0.11457290525524186",NA,NA,"3","ARCHS4--Coexpression(rank=141); GTEx--Coexpression(rank=197); Enrichr--Queries(rank=452)","344","0.08661000000000001","ARCHS4 Coexpression,0.08661"
"JUND","0.07321795526446527","0.07321795526446527","0.07321795526446527","Activated","260","viper","260","0.07321795526446527",NA,NA,"6","ENCODE--ChIP-seq(rank=26); Literature--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=101); ARCHS4--Coexpression(rank=716); Enrichr--Queries(rank=854); GTEx--Coexpression(rank=1375)","745","0.22030000000000000","ENCODE ChIP-seq,0.2203"
"MYBL2","-0.06892816163984938","-0.06892816163984938","0.06892816163984938","Repressed","261","viper","261","0.06892816163984938",NA,NA,"6","Enrichr--Queries(rank=5); ARCHS4--Coexpression(rank=7); GTEx--Coexpression(rank=12); Literature--ChIP-seq(rank=33); ENCODE--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=155)","11","0.00356100000000000","Enrichr Queries,0.003561"
"HHEX","0.06703849021625907","0.06703849021625907","0.06703849021625907","Activated","262","viper","262","0.06703849021625907",NA,NA,"4","ReMap--ChIP-seq(rank=219); ARCHS4--Coexpression(rank=226); Enrichr--Queries(rank=341); GTEx--Coexpression(rank=1095)","522","0.13880000000000001","ARCHS4 Coexpression,0.1388"
"STAT5A","-0.04059142275987352","-0.04059142275987352","0.04059142275987352","Repressed","263","viper","263","0.04059142275987352",NA,NA,"6","Literature--ChIP-seq(rank=69); ENCODE--ChIP-seq(rank=85); ARCHS4--Coexpression(rank=218); ReMap--ChIP-seq(rank=244); Enrichr--Queries(rank=282); GTEx--Coexpression(rank=493)","505","0.13389999999999999","ARCHS4 Coexpression,0.1339"
"EGR1","-0.02393008571295950","-0.02393008571295950","0.02393008571295950","Repressed","264","viper","264","0.02393008571295950",NA,NA,"6","Literature--ChIP-seq(rank=37); ReMap--ChIP-seq(rank=37); GTEx--Coexpression(rank=58); ENCODE--ChIP-seq(rank=74); Enrichr--Queries(rank=119); ARCHS4--Coexpression(rank=561)","137","0.03609000000000000","GTEx Coexpression,0.03609"
