"TF","HCT15","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ZEB2","0.164141055187611073","0.164141055187611073","0.164141055187611073","Activated","240","viper","240","0.164141055187611073",NA,NA,"4","ReMap--ChIP-seq(rank=81); Enrichr--Queries(rank=311); ARCHS4--Coexpression(rank=387); GTEx--Coexpression(rank=403)","672","0.221500000000000002","Enrichr Queries,0.2215"
"SIX2","0.160147544778334205","0.160147544778334205","0.160147544778334205","Activated","241","viper","241","0.160147544778334205",NA,NA,"4","ARCHS4--Coexpression(rank=63); ReMap--ChIP-seq(rank=243); GTEx--Coexpression(rank=412); Enrichr--Queries(rank=443)","145","0.038699999999999998","ARCHS4 Coexpression,0.0387"
"CREB1","0.146593872169563627","0.146593872169563627","0.146593872169563627","Activated","242","viper","242","0.146593872169563627",NA,NA,"6","ENCODE--ChIP-seq(rank=90); ReMap--ChIP-seq(rank=112); Literature--ChIP-seq(rank=115); GTEx--Coexpression(rank=1000); Enrichr--Queries(rank=1297); ARCHS4--Coexpression(rank=1331)","1011","0.377099999999999991","ReMap ChIP-seq,0.3771"
"RXRA","-0.146239117252670719","-0.146239117252670719","0.146239117252670719","Repressed","243","viper","243","0.146239117252670719",NA,NA,"6","ENCODE--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=96); Literature--ChIP-seq(rank=106); GTEx--Coexpression(rank=146); ARCHS4--Coexpression(rank=467); Enrichr--Queries(rank=645)","312","0.090850000000000000","GTEx Coexpression,0.09085"
"RFX5","0.126807723801912464","0.126807723801912464","0.126807723801912464","Activated","244","viper","244","0.126807723801912464",NA,NA,"5","ENCODE--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=100); GTEx--Coexpression(rank=657); Enrichr--Queries(rank=787); ARCHS4--Coexpression(rank=1439)","931","0.336699999999999999","ReMap ChIP-seq,0.3367"
"EBF1","-0.125507773143876233","-0.125507773143876233","0.125507773143876233","Repressed","245","viper","245","0.125507773143876233",NA,NA,"5","GTEx--Coexpression(rank=45); ENCODE--ChIP-seq(rank=112); ReMap--ChIP-seq(rank=159); ARCHS4--Coexpression(rank=174); Enrichr--Queries(rank=844)","104","0.028000000000000001","GTEx Coexpression,0.028"
"CTCF","-0.125145573331385374","-0.125145573331385374","0.125145573331385374","Repressed","246","viper","246","0.125145573331385374",NA,NA,"6","ENCODE--ChIP-seq(rank=28); Literature--ChIP-seq(rank=147); ReMap--ChIP-seq(rank=161); ARCHS4--Coexpression(rank=1292); Enrichr--Queries(rank=1387); GTEx--Coexpression(rank=1563)","703","0.237300000000000011","ENCODE ChIP-seq,0.2373"
"TFAP2A","-0.115476530708056524","-0.115476530708056524","0.115476530708056524","Repressed","247","viper","247","0.115476530708056524",NA,NA,"6","ENCODE--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=57); Literature--ChIP-seq(rank=105); GTEx--Coexpression(rank=112); ARCHS4--Coexpression(rank=217); Enrichr--Queries(rank=283)","246","0.069699999999999998","GTEx Coexpression,0.0697"
"TP73","0.112590794510205428","0.112590794510205428","0.112590794510205428","Activated","248","viper","248","0.112590794510205428",NA,NA,"3","ARCHS4--Coexpression(rank=177); GTEx--Coexpression(rank=276); Enrichr--Queries(rank=622)","364","0.108700000000000005","ARCHS4 Coexpression,0.1087"
"MAX","-0.110197695751772670","-0.110197695751772670","0.110197695751772670","Repressed","249","viper","249","0.110197695751772670",NA,NA,"5","ENCODE--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=99); ARCHS4--Coexpression(rank=279); GTEx--Coexpression(rank=542); Enrichr--Queries(rank=865)","538","0.171399999999999997","ARCHS4 Coexpression,0.1714"
"TCF7L2","-0.093002006757292768","-0.093002006757292768","0.093002006757292768","Repressed","250","viper","250","0.093002006757292768",NA,NA,"6","ReMap--ChIP-seq(rank=6); ENCODE--ChIP-seq(rank=14); Literature--ChIP-seq(rank=119); GTEx--Coexpression(rank=477); ARCHS4--Coexpression(rank=791); Enrichr--Queries(rank=808)","76","0.020199999999999999","ReMap ChIP-seq,0.0202"
"CREB3","0.088976594285764238","0.088976594285764238","0.088976594285764238","Activated","251","viper","251","0.088976594285764238",NA,NA,"4","ReMap--ChIP-seq(rank=93); Enrichr--Queries(rank=312); ARCHS4--Coexpression(rank=386); GTEx--Coexpression(rank=549)","676","0.222200000000000009","Enrichr Queries,0.2222"
"USF1","0.081126906945887506","0.081126906945887506","0.081126906945887506","Activated","252","viper","252","0.081126906945887506",NA,NA,"5","ENCODE--ChIP-seq(rank=38); ReMap--ChIP-seq(rank=173); GTEx--Coexpression(rank=296); ARCHS4--Coexpression(rank=712); Enrichr--Queries(rank=871)","571","0.184200000000000003","GTEx Coexpression,0.1842"
"MYB","0.075161443138516679","0.075161443138516679","0.075161443138516679","Activated","253","viper","253","0.075161443138516679",NA,NA,"6","ReMap--ChIP-seq(rank=90); Literature--ChIP-seq(rank=93); ENCODE--ChIP-seq(rank=108); GTEx--Coexpression(rank=256); Enrichr--Queries(rank=677); ARCHS4--Coexpression(rank=1077)","510","0.159299999999999997","GTEx Coexpression,0.1593"
"TAL1","0.069313955255942597","0.069313955255942597","0.069313955255942597","Activated","254","viper","254","0.069313955255942597",NA,NA,"6","ENCODE--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=45); Literature--ChIP-seq(rank=86); GTEx--Coexpression(rank=135); ARCHS4--Coexpression(rank=371); Enrichr--Queries(rank=450)","290","0.084010000000000001","GTEx Coexpression,0.08401"
"ZNF217","0.068516249350408176","0.068516249350408176","0.068516249350408176","Activated","255","viper","255","0.068516249350408176",NA,NA,"6","ENCODE--ChIP-seq(rank=16); Literature--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=146); Enrichr--Queries(rank=383); ARCHS4--Coexpression(rank=492); GTEx--Coexpression(rank=1282)","404","0.121999999999999997","Literature ChIP-seq,0.122"
"AR","0.056413144271491272","0.056413144271491272","0.056413144271491272","Activated","256","viper","256","0.056413144271491272",NA,NA,"5","Literature--ChIP-seq(rank=38); ReMap--ChIP-seq(rank=143); ARCHS4--Coexpression(rank=198); GTEx--Coexpression(rank=393); Enrichr--Queries(rank=428)","402","0.121600000000000000","ARCHS4 Coexpression,0.1216"
"ZKSCAN1","0.054561735244660521","0.054561735244660521","0.054561735244660521","Activated","257","viper","257","0.054561735244660521",NA,NA,"5","ENCODE--ChIP-seq(rank=62); ReMap--ChIP-seq(rank=124); GTEx--Coexpression(rank=304); ARCHS4--Coexpression(rank=893); Enrichr--Queries(rank=1331)","588","0.189200000000000007","GTEx Coexpression,0.1892"
"TEAD2","-0.048852388651734614","-0.048852388651734614","0.048852388651734614","Repressed","258","viper","258","0.048852388651734614",NA,NA,"4","ReMap--ChIP-seq(rank=261); ARCHS4--Coexpression(rank=389); Enrichr--Queries(rank=569); GTEx--Coexpression(rank=641)","707","0.238900000000000001","ARCHS4 Coexpression,0.2389"
"LHX2","0.029668741914356447","0.029668741914356447","0.029668741914356447","Activated","259","viper","259","0.029668741914356447",NA,NA,"4","ReMap--ChIP-seq(rank=260); Enrichr--Queries(rank=431); ARCHS4--Coexpression(rank=452); GTEx--Coexpression(rank=1177)","808","0.277600000000000013","ARCHS4 Coexpression,0.2776"
"TFAP4","0.012697120319263884","0.012697120319263884","0.012697120319263884","Activated","260","viper","260","0.012697120319263884",NA,NA,"4","ReMap--ChIP-seq(rank=52); ARCHS4--Coexpression(rank=825); Enrichr--Queries(rank=874); GTEx--Coexpression(rank=1545)","548","0.175100000000000006","ReMap ChIP-seq,0.1751"
"ATF1","-0.010862095100191970","-0.010862095100191970","0.010862095100191970","Repressed","261","viper","261","0.010862095100191970",NA,NA,"5","ReMap--ChIP-seq(rank=43); ENCODE--ChIP-seq(rank=86); ARCHS4--Coexpression(rank=1059); Enrichr--Queries(rank=1232); GTEx--Coexpression(rank=1306)","477","0.144800000000000012","ReMap ChIP-seq,0.1448"
"FLI1","-0.009244598864234880","-0.009244598864234880","0.009244598864234880","Repressed","262","viper","262","0.009244598864234880",NA,NA,"6","GTEx--Coexpression(rank=107); ENCODE--ChIP-seq(rank=113); Literature--ChIP-seq(rank=132); ReMap--ChIP-seq(rank=224); ARCHS4--Coexpression(rank=573); Enrichr--Queries(rank=619)","237","0.066580000000000000","GTEx Coexpression,0.06658"
"TCF7","0.004428625020809625","0.004428625020809625","0.004428625020809625","Activated","263","viper","263","0.004428625020809625",NA,NA,"5","Literature--ChIP-seq(rank=102); Enrichr--Queries(rank=132); ReMap--ChIP-seq(rank=192); ARCHS4--Coexpression(rank=246); GTEx--Coexpression(rank=247)","321","0.094020000000000006","Enrichr Queries,0.09402"
