"TF","ALL","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"FLI1","0.414316646644487308","0.414316646644487308","0.414316646644487308","Activated","239","viper","239","0.414316646644487308",NA,NA,"6","Literature--ChIP-seq(rank=55); ENCODE--ChIP-seq(rank=100); ReMap--ChIP-seq(rank=282); GTEx--Coexpression(rank=359); ARCHS4--Coexpression(rank=531); Enrichr--Queries(rank=641)","786","0.223399999999999987","GTEx Coexpression,0.2234"
"SRF","-0.395290290496789820","-0.395290290496789820","0.395290290496789820","Repressed","240","viper","240","0.395290290496789820",NA,NA,"6","ENCODE--ChIP-seq(rank=25); Literature--ChIP-seq(rank=115); ReMap--ChIP-seq(rank=163); GTEx--Coexpression(rank=267); Enrichr--Queries(rank=401); ARCHS4--Coexpression(rank=985)","617","0.166099999999999998","GTEx Coexpression,0.1661"
"CDX2","0.392027591921288387","0.392027591921288387","0.392027591921288387","Activated","241","viper","241","0.392027591921288387",NA,NA,"5","Literature--ChIP-seq(rank=57); GTEx--Coexpression(rank=124); ReMap--ChIP-seq(rank=142); ARCHS4--Coexpression(rank=634); Enrichr--Queries(rank=1153)","316","0.077160000000000006","GTEx Coexpression,0.07716"
"HNF4A","-0.378799336822205956","-0.378799336822205956","0.378799336822205956","Repressed","242","viper","242","0.378799336822205956",NA,NA,"6","Literature--ChIP-seq(rank=69); ENCODE--ChIP-seq(rank=79); ReMap--ChIP-seq(rank=103); GTEx--Coexpression(rank=493); ARCHS4--Coexpression(rank=628); Enrichr--Queries(rank=677)","997","0.306800000000000017","GTEx Coexpression,0.3068"
"TFAP2C","0.325904473882803580","0.325904473882803580","0.325904473882803580","Activated","243","viper","243","0.325904473882803580",NA,NA,"6","GTEx--Coexpression(rank=36); ENCODE--ChIP-seq(rank=37); ReMap--ChIP-seq(rank=94); Literature--ChIP-seq(rank=131); Enrichr--Queries(rank=366); ARCHS4--Coexpression(rank=524)","92","0.022400000000000000","GTEx Coexpression,0.0224"
"PGR","0.315091922733386931","0.315091922733386931","0.315091922733386931","Activated","244","viper","244","0.315091922733386931",NA,NA,"4","ReMap--ChIP-seq(rank=27); Enrichr--Queries(rank=645); ARCHS4--Coexpression(rank=1219); GTEx--Coexpression(rank=1528)","368","0.090910000000000005","ReMap ChIP-seq,0.09091"
"GLI2","-0.306792661890998297","-0.306792661890998297","0.306792661890998297","Repressed","245","viper","245","0.306792661890998297",NA,NA,"3","ARCHS4--Coexpression(rank=821); Enrichr--Queries(rank=1393); GTEx--Coexpression(rank=1441)","1350","0.504299999999999971","ARCHS4 Coexpression,0.5043"
"CTCFL","0.272077141954613133","0.272077141954613133","0.272077141954613133","Activated","246","viper","246","0.272077141954613133",NA,NA,"5","ENCODE--ChIP-seq(rank=68); ReMap--ChIP-seq(rank=277); ARCHS4--Coexpression(rank=367); Enrichr--Queries(rank=822); GTEx--Coexpression(rank=1250)","793","0.225399999999999989","ARCHS4 Coexpression,0.2254"
"RFX2","-0.200274319187829203","-0.200274319187829203","0.200274319187829203","Repressed","247","viper","247","0.200274319187829203",NA,NA,"4","ReMap--ChIP-seq(rank=149); ARCHS4--Coexpression(rank=184); GTEx--Coexpression(rank=230); Enrichr--Queries(rank=536)","443","0.113000000000000003","ARCHS4 Coexpression,0.113"
"RXRA","-0.197800483981529579","-0.197800483981529579","0.197800483981529579","Repressed","248","viper","248","0.197800483981529579",NA,NA,"6","ENCODE--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=63); Literature--ChIP-seq(rank=73); GTEx--Coexpression(rank=308); ARCHS4--Coexpression(rank=541); Enrichr--Queries(rank=741)","516","0.135599999999999998","ENCODE ChIP-seq,0.1356"
"DUX4","0.189883893372557067","0.189883893372557067","0.189883893372557067","Activated","249","viper","249","0.189883893372557067",NA,NA,"2","ReMap--ChIP-seq(rank=183); ARCHS4--Coexpression(rank=783)","1313","0.480999999999999983","ARCHS4 Coexpression,0.481"
"ZBTB7A","-0.171499567119707708","-0.171499567119707708","0.171499567119707708","Repressed","250","viper","250","0.171499567119707708",NA,NA,"5","ENCODE--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=275); GTEx--Coexpression(rank=586); Enrichr--Queries(rank=1221); ARCHS4--Coexpression(rank=1470)","626","0.169500000000000012","ENCODE ChIP-seq,0.1695"
"NR2F6","0.157901614250050726","0.157901614250050726","0.157901614250050726","Activated","251","viper","251","0.157901614250050726",NA,NA,"4","ReMap--ChIP-seq(rank=57); ARCHS4--Coexpression(rank=635); Enrichr--Queries(rank=682); GTEx--Coexpression(rank=921)","703","0.191899999999999987","ReMap ChIP-seq,0.1919"
"GATA2","-0.133539514885024663","-0.133539514885024663","0.133539514885024663","Repressed","252","viper","252","0.133539514885024663",NA,NA,"6","ENCODE--ChIP-seq(rank=34); Literature--ChIP-seq(rank=34); ReMap--ChIP-seq(rank=36); Enrichr--Queries(rank=294); ARCHS4--Coexpression(rank=1410); GTEx--Coexpression(rank=1448)","481","0.121200000000000002","ReMap ChIP-seq,0.1212"
"CEBPA","-0.122044147229002170","-0.122044147229002170","0.122044147229002170","Repressed","253","viper","253","0.122044147229002170",NA,NA,"5","ReMap--ChIP-seq(rank=22); Literature--ChIP-seq(rank=33); GTEx--Coexpression(rank=47); Enrichr--Queries(rank=214); ARCHS4--Coexpression(rank=441)","119","0.029250000000000002","GTEx Coexpression,0.02925"
"SP4","0.120955151639585742","0.120955151639585742","0.120955151639585742","Activated","254","viper","254","0.120955151639585742",NA,NA,"5","ENCODE--ChIP-seq(rank=97); ReMap--ChIP-seq(rank=220); GTEx--Coexpression(rank=575); Enrichr--Queries(rank=891); ARCHS4--Coexpression(rank=1439)","1092","0.357800000000000007","GTEx Coexpression,0.3578"
"RUNX3","-0.115007133584775753","-0.115007133584775753","0.115007133584775753","Repressed","255","viper","255","0.115007133584775753",NA,NA,"5","ENCODE--ChIP-seq(rank=75); ReMap--ChIP-seq(rank=157); GTEx--Coexpression(rank=172); ARCHS4--Coexpression(rank=225); Enrichr--Queries(rank=235)","428","0.106999999999999998","GTEx Coexpression,0.107"
"SNAI2","-0.104531750392841627","-0.104531750392841627","0.104531750392841627","Repressed","256","viper","256","0.104531750392841627",NA,NA,"4","GTEx--Coexpression(rank=75); ReMap--ChIP-seq(rank=199); Enrichr--Queries(rank=248); ARCHS4--Coexpression(rank=1618)","191","0.046670000000000003","GTEx Coexpression,0.04667"
"FOXA2","0.088063489402433900","0.088063489402433900","0.088063489402433900","Activated","257","viper","257","0.088063489402433900",NA,NA,"6","ReMap--ChIP-seq(rank=68); Literature--ChIP-seq(rank=70); ENCODE--ChIP-seq(rank=112); ARCHS4--Coexpression(rank=193); Enrichr--Queries(rank=459); GTEx--Coexpression(rank=1330)","469","0.118599999999999997","ARCHS4 Coexpression,0.1186"
"XBP1","0.072846161489662262","0.072846161489662262","0.072846161489662262","Activated","258","viper","258","0.072846161489662262",NA,NA,"4","ReMap--ChIP-seq(rank=195); GTEx--Coexpression(rank=456); Enrichr--Queries(rank=715); ARCHS4--Coexpression(rank=882)","944","0.283799999999999997","GTEx Coexpression,0.2838"
"ZFX","0.052530295907938840","0.052530295907938840","0.052530295907938840","Activated","259","viper","259","0.052530295907938840",NA,NA,"5","Literature--ChIP-seq(rank=143); ReMap--ChIP-seq(rank=289); GTEx--Coexpression(rank=878); Enrichr--Queries(rank=1103); ARCHS4--Coexpression(rank=1605)","1420","0.546399999999999997","GTEx Coexpression,0.5464"
"NFE2L2","0.027315808721517211","0.027315808721517211","0.027315808721517211","Activated","260","viper","260","0.027315808721517211",NA,NA,"5","ARCHS4--Coexpression(rank=11); Literature--ChIP-seq(rank=92); Enrichr--Queries(rank=127); ReMap--ChIP-seq(rank=147); GTEx--Coexpression(rank=442)","24","0.006757000000000000","ARCHS4 Coexpression,0.006757"
"ZNF143","0.025929524460648001","0.025929524460648001","0.025929524460648001","Activated","261","viper","261","0.025929524460648001",NA,NA,"5","ENCODE--ChIP-seq(rank=53); ReMap--ChIP-seq(rank=222); Enrichr--Queries(rank=373); GTEx--Coexpression(rank=579); ARCHS4--Coexpression(rank=1503)","903","0.265699999999999992","Enrichr Queries,0.2657"
"RFX1","0.013914128950612318","0.013914128950612318","0.013914128950612318","Activated","262","viper","262","0.013914128950612318",NA,NA,"4","ReMap--ChIP-seq(rank=93); ARCHS4--Coexpression(rank=564); GTEx--Coexpression(rank=1182); Enrichr--Queries(rank=1308)","1009","0.313099999999999989","ReMap ChIP-seq,0.3131"
"E2F7","-0.009814151436548514","-0.009814151436548514","0.009814151436548514","Repressed","263","viper","263","0.009814151436548514",NA,NA,"5","ReMap--ChIP-seq(rank=81); Literature--ChIP-seq(rank=160); GTEx--Coexpression(rank=675); Enrichr--Queries(rank=1021); ARCHS4--Coexpression(rank=1277)","919","0.272699999999999998","ReMap ChIP-seq,0.2727"
"PAX5","0.007566418821417924","0.007566418821417924","0.007566418821417924","Activated","264","viper","264","0.007566418821417924",NA,NA,"5","ENCODE--ChIP-seq(rank=27); ARCHS4--Coexpression(rank=212); ReMap--ChIP-seq(rank=286); GTEx--Coexpression(rank=544); Enrichr--Queries(rank=877)","504","0.130200000000000010","ARCHS4 Coexpression,0.1302"
